Tweet,label
 ال+ تجمع  ال+ وطني  :  استقاله  ال+ حريري  مشبوه +ه تهدف  ل+ ضرب  ال+ سلم  ال+ اهلي  و+ ال+ تسويه  ال+ داخليه  لبنان,negative
 يري  ال+ عز  بن  عبد  ال+ سلام  -  سلطان  ال+ علماء  -  ان  ال+ تحدث  الي  ال+ ناس  ب+ ال+ صوم  و+ ال+ صلاه  فيما  @@دماءهم@@ +هم تراق  خيانه  ل+ الله  !  !  من  ال+ اخر  كد +ه,neutral
 اوف  ?  نحنا  ما  خص +نا بحياتن  ال+ خاصه  هني  حرين  ب+ ال+ لي  بدن  يعملوا  !  نحنا  بس  علي +نا ننتقد  ال+ فن  ال+ مقدم  !,negative
 ال+ جيش  ال+ سوري  و+ ال+ حلفاء  يواصل  عمليات +ه في  ملاحق +ه مسلحي  تنظيم  داعش  علي  عد +ه اتجاهات  في  دير  ال+ زور  و+ ريف +ها,neutral
 استغفر  الله  ال+ عظيم  الذي  لا  اله  الاهو  ال+ حي  ال+ قيوم  و+ اتوب  الي +ه .  استغفر  الله  ال+ عظيم  الذي  لا  اله  الاهو  ال+ حي  ال+ قيوم  و+ اتوب  ا,neutral
 رصد  اطلاق  قذيفه  صاروخي +ه من  قطاع  غزه  ب+ اتجاه  منطق +ه مفتوح +ه في  ال+ مجلس  ال+ اقليمي  اشكول  دون  وقوع  اصابات  او  اضرار  .  قوات  تقوم  ب+ تمشيط  ال+ منطقه  عاجل,neutral
 ال+ خلافات  تجعل +ك تقف  طويلا  لتغييراماكن  ال+ بشر  داخل  قلب +ك ربما  يحتاجون  اجازه  ل+ ال+ ابتعاد  عن +ك و+ ربما  تحتاج  بعد +هم ل+ تقيس  ال+ مسافه  بين +ك و+ بين  قلوب +هم ب+ دق +ه,negative
 ل  عدم  وجود  ذنب  .  .  ال+ ادعاء  ال+ عام  ال+ اسراءيلي  يغلق  ملف  قضيه  ال+ جندي  ال+ سابق  في  جيش  ال+ احتلال  دين  يسخاروف  الذي  كان  ق,neutral
 و+ يتجاوز  عن  @@خطاءهم@@ +هم و+ يعد +هم ب+ ال+ استغفار  ل +هم و+ ابراهيم  علي +ه ال+ سلام  يقول  (  ربي  اجعلني  مقيم  ال+ صلاه  و+ من  ذريتي  )  و+ سليمان  يقول  (  و+ صلح  ل +ي في  ذريتي +ي ),positive
 عندما +ما تعطي  شخص  بدايه  جميل +ه .  .  .  حاول  ان  تعطي +ه نهايه  اجمل  .  لا  تءلم  قلبا  بدات,very_positive
 و+ ال+ ليله  ايضا  سعودي +ه .  الله  يحمي  ال+ بلاد  و+ ال+ عباد  .  سقوط  طاءر +ه عمودي +ه تحمل  ناءب  امير  منطق +ه عسير  ال+ امير  منصور  بن  مقرن  و+ وفاه +ه و+ جميع  ركاب +ها .,very_negative
 يغادر  رءيس  مجلس  ال+ وزراء  سعد  ال+ حريري  ابو  ظبي  في  هذه  ال+ اثناء  متوجها  الي  ال+ رياض  بعد  ان  استقبل +ه ولي  عهد  ابو  ظبي  ال+ شيخ  م,neutral
 ال+ سلام  علي +كم و+ رحم +ه الله  و+ بركات +ه تكفون  ي  اهل  ال+ خير  ابغاء  ملابس  للعيالي  عشان  و+ الله  ال+ برد  قوي  مر +ه و+ جزاء +كم الله  خير  ال+ دمام  تكفون  اعاده  تغريد +ه,neutral
 ممتاز  ال+ ان  انتم  علي  ال+ طريق  ال+ صحيح  وماباقي  ل +كم الا  ان  تعاملو  ايران  ب+ ال+ مثل  و+ تقدمون  ال+ صواريخ  ل+ معادي +ها حتي,positive
 بس  ب+ لبنان  بيفتحوا  الهوا  ل+ وزير  بلد  مش  لبناني  يسب  حزب  لبناني  ممثل  ب+ ال+ حكومه  و+ ب+ مجلس  ال+ نيابي  !  !  زعاطيط  ال+ سعوديه  جماع +ه ال+ انبطاح  ف+ يكن  و+ في +هن !,negative
 مقتل  15  امراه  في  ال+ مغرب  اثناء  تدافع  علي  اكياس  ال+ معونه  !  .  نموت  في  ال+ بحار  ل+ تاكل +نا اسمي +ك ال+ قرش  !  .  نموت  و+ نحن  ننتظر  فتح  ال,negative
 ما  هو  من +ه يا  شعب +نا .  و  ل+ ال +ه مسكن  ويه  اهلن +ه .  لا  حلال  علي +ه مي  دجل +ه و+ فرات  .  الما  يصون  رغيف +نا ال+ بيه  ال+ حياه  .  ل+ ال +ه بين  ازلام +نا جلم +ه و  مكان,negative
 و+ نصمت  احيانا  لان  ال+ كلام  لم  يغير  شيء  نصمت  لان  ال+ قلوب  لم  يعد  يعالج +ها ال+ كلام  نصمت  ان +نا نعرف  جيدا  ب+ ان  ال+ صمت  خير  ل+ قلوب +نا,negative
 ال+ سعوديه  نمر  من  ورق  يحترق  من  اول  نار  و+ يستعين  ب+ ال+ اجنبي  في  كل  شيء  انصح  ال+ امراء  ان  لا  يندفعوا  اكثر  ويهدءوا  ل+ ينضروا  جيدا,very_negative
 فيلم  عن  مجموع +ه طلاب  تم  احتجاز +هم ب+ قسم  ال+ جراحه  ب+ مستشفي  ال+ جامعه  ال+ اردنيه  .  هل  يستطيعون  ال+ هروب  ?  هل  يقدرون  علي  هزيم +ه نظ,neutral
" ""  الله  ال+ عالم  كم  ثابرت  و  بلغت  من  ال+ محاولات  و  ال+ حروب  ,  عشان  تبقي  علاقه +نا حلو +ه لكن  عفي  الله  عن +ما سلف  و  ال+ نسيان  صار  واجب  .  """,positive
" قانون  امريكي  ل+ فرض  عقوبات  تتعلق  ب+ ال+ ارهاب  ضد +ها علي  فصاءل  مسلح +ه في  ال+ عراق  ,  ال+ عصاءب  النجباء  و+ كتاءب  حزب  الله  ,  .  و+ ابو  در",negative
" احسان +ك و+ تعامل +ك لا  ينسي  ,  ف+ لا  تندم  علي  لحظات  اسعدت  ب +ها احد  حتي  و+ ان  لم  يكن  يستحق  .  .  كن  شيء  جميل  ف+ كل +نا راحلون",positive
" توفي +هم الله  و+ هم  يءدون  واجب +هم في  خدم +ه دين +هم و+ مليك +هم و+ وطن +هم ,  ,  اللهم  ارحم +هم واغفرلهم  و+ اكتب +هم عند +ك من  ال+ شهداء  يارب",positive
 .  هذي  ال+ ملاعب  ال+ لي  تستحق  ال+ اشاده  مو  ملاعب +كم كل +ها حبر  علي  ورق  .  حتي  ملعب  ال+ جوهره  كل +ه عيب  .  ملعب  عبدالله  ال+ فيصل  مد,very_negative
 نحن  قوم  لا  نعرف  ال+ هزيمه  .  .  /  .  و  في  دم +نا يعيش  الف  مناضل  .  .  /  .  ارض +نا س+ تبقي  شامخ +ه عظيم +ه .  .  /  .  و  تراب +ها ارتواء  ب+ دماء  كل  مقاتل  .  .  /  .  وسيم  فياض,positive
" لا  تسال  ال+ اعزب  متي  يتزوج  ,  و+ لا  ال+ عاطل  متي  يشتغل  ,  و+ لا  ال+ متزوجه  متي  ب+ تحمل  ,  و+ لا  ال+ طالب  متي  يتخرج  .  يخي  خل  ال+ ناس  ب+ حال +ها !",negative
 جريح  نتيجه  تصادم  بين  مركبتين  علي  ال+ طريق  ال+ ممتد  من  مستدير +ه رزق  الله  ب+ اتجاه  تقاطع  الشفروليه  و+ دراج  من  مفرز +ه سير  بعبدا  يعمل  علي  تسهيل  ال+ سير,neutral
" كيف  ب+ تعرف  قيمه +ك بتويتر  ,  لم  وحد +ه عاملتلك  بلوك  من  حسابتها  ال  9  و+ ب+ تعمل +ك ريتويت  من  حساب  عاشر  صغير  ب+ صور +ه و+ اسم  مزورين  ,  ,  .  حسب +ي الله  ,  فقط  سخر",negative
 ء  .  .  بين  ال+ دوام  و+ بين  ضم  المخدات  .  هم  هدم  حلمي  و+ ما  اقدر  ارد +ه .  .  .  ان  جيت  ابي  احلم  تقول  الدوامات  .  داوم  و+ خل  ال+ حلم  ف,negative
 لاحظ  ان  ال+ حديث  عن  ال+ تعايش  لا  يكون  الا  في  حال +ه احتلال  ال+ يهود  و+ ال+ نصاري  و+ ال+ شيعه  بلدان  اهل  ال+ سنه  فقط  ف+ تنبه  ل+ خبث  ال+ ماكرين  و+ ايقظ  عقول  ال+ غافلين,negative
 ل+ اي  حساب  يبحث  عن  (  محلل  او  كاتب  مقالات  )  .  .  استقبل  كل  ال+ رساءل  بعدما +ما تفرغت  تمام  جيد  حب  .,neutral
 جراءم  ال  سعود  ب+ ال+ يمن  -  39652  قتيل  -  و+ عن  جراءم  ال+ صهاينه  ال+ ملاعين  ب+ فلسطين  و+ ال+ اقصي  ال+ شريف  و+ تهويد  قدس +نا ال+ مبارك  و  حصار  غ,very_negative
 بللحمر  شيوخ  من  (  رجال  ال+ حجر  )  .  .  !  .  وش  عرف +ك ب+ انساب  ال+ عرب  يامن  لا  اصل  ل +ه .  .  دمت  موفقا  يا  و+ لا  تلتفت  ل+ ما  تحت  قدمي +ك .,negative
 حادث  امس  ب+ مركز  و+ مدين +ه المطامير  مقتل  ال+ سيده  علي  ايدي  ابن  اخوا +ه زوج +ها تدمير  عاءل +ه كامل +ه ب+ جد  ال+ اعدام  حلال  في +ه مهو  كد +ه كد +ه ميت  من +ك ل+ الله,very_negative
" تم  قبول  ال+ شيخ  /  ناصر  بن  ـ  عبدالله  ـ  ابن  ـ  زيد  ,  فيكليه  ال+ ملك  فهد  ال+ امنيه  دور +ه الظباط  ال+ جامعيين  ,  مبروك  و+ الله  يوفق +ه ل+ خدم +ه دين +ه و+ مليك +ه و+ وطن +ه .",very_positive
" هلا  ب+ ال+ خميس  ,  اسحبوا  لوتو  سخر  .  يا  عيال  .",positive
" ال+ سعوديين  يرحبون  ب+ نادي  اوراوا  يا  هلا  ب+ ال+ لي  جاني  ,  شرف  و+ نور  مكان +ي حب  .",positive
 ال+ الم  يعالج  ب+ اشغال  ال+ نفس  .  .  و+ محاول +ه تغيير  ال+ مجري  و+ ال+ تاقلم  مع +ه .  .  الا  ان  ال+ ذاكره  تقوم  ب+ تخريب  اي  محاول +ه .  .  و+ ال+ اصعب  رء,negative
 ال+ سفر  طياره  نسا +ني اهنء  ال+ شعب  ال+ مصري  مصر  فرحه +كم فرحه +نا حب  و+ انشاء  الله  كل +نا معي +كم ب  كاس  ال+ عالم  غمز  .  كاميليا  و+ رد  #,very_positive
 ليش  شركات  سامسونج  و+ مايكروسوفت  يسخرون  من  منتجات  ابل  كل  سن +ه شنو  هذا  ال+ حسد  رغم  ذال +ك ابل  تحقق  مبيعات  اكثر  و+ انتشار  اوسع,very_negative
 ال+ حل  في  ال+ ازمه  البنانيه  ان  تكف  ال+ سعوديه  يد +ها عن  لبنان  و  ب+ ما  ان  ال+ عماد  عون  ب +ي ال+ كل  و  هو  ابو  ال+ مقاومه  ان  نشرع  ال+ مقاوم,negative
 الارتدادت  في  منطق +ه ال+ شرق  ال+ اوسط  تنعكس  علي  ال+ سعوديه  في  ارض +ها و+ قصور +ها و+ كل  الذي  يحصل  ال+ ان  هوي  ال+ مسمار  ال+ اول  في  نعش  هذا  ال+ نظام,negative
 الله  يستر  من  ال+ قادم  هل  تكون  استقاله  سعد  ال+ حريري  مقدم +ه ل+ ضرب +ه اسراءيل +ه نهاءي +ه ل+ حزب  الله  و+ تنظيف  ال+ مجال,negative
 ما  تمنيت +ك ان +ك .  .  كنت  ابعد  من  خيالي  .  ما  خطر  في  بال +ي مر +ه .  .  ان +ي ممكن  اوصل +ك .  كنت  اشوف +ك مثل  نجم  .  .  في  ال+ سماء  ساطع  و+ عالي,positive
 رغد  ممكن  ترتوتين  احتاج  تدقيق  لغوي  ع  بحث  ب+ ال+ لغه  ال+ انجليزيه  كل  ماقدمته  ال+ دكتور  يرفض +ه اذا  في +ه احد  ممكن  يساعد +ني و+ اعطيه  اي  مبلغ,neutral
" ""  فلسطين  ليس  ل +ها اسم  في  تويتر  ,  ل+ ذلك  بيظهر  ال+ موقع  اسراءيل  حتي  لو  كان  في  ال+ ضفه  او  ال+ قدس  او  قطاع  """,negative
" لماذا  ال+ حديث  عن  معبرين  في  ال+ مناطق  نفوذ  حزب  ديمقراطي  ,  ان  ال+ معابر  ال+ اربعه  التي  تحت  سيطره  ال+ اتحاد  ال+ وطني  لا  حديث  عن +ه",negative
 خلاص +ه منطق  ال+ سنيوره  :  بدنا  نبني  دول +ه ب+ عيد +ه عن  اي  محور  !  .  السبهان  يشتم  حزب  الله  ال+ ممثل  ب+ ال+ مجلس  ال+ نيابي  و+ ل +ه وزراء  وي,negative
 قال  صاروا  خايفانين  علي  لبنان  .  .  طيب  شو  اول  مر +ه ?  ما  نحن  شعب  خلق +نا من  حروب  عشنا  ب+ صراعات  ب+ حيات +نا ما  كنا  مستقلين  و+ كل  حياه +نا منقسمين  و+ محكومين  !,negative
 و+ بدا  ال+ كلب  ب+ ال+ عواء  من  جديد  .  مع  ليفربول  ظهر +ه يوجع +ه و+ مصاب  .  مع  ال+ برازيل  صار  عادل  امام  و+ يضحك,negative
 توزيع  6  طن  و  140  كغ  لحم  غنم  مقدم +ه من  منظم +ه افاد  تم  توزيع +ها مناصفه  مع  ريف  مدين +ه بزاعه  س+ يستفيد  من +ها اهل +نا ال+ وافدين  .  ل +هم,neutral
 بشرا  ساره  ب+ اذن  الله  ل+ جميع  اخصاءي  اجتماعي  عاطل  تسمعون +ها ال+ ايام  ال+ قادمه  ب+ اذن  الله  .  اخو +كم /  مدير  رابطه  حقوق  ال+ خدمه  ال+ اجتماعيه  .  سلطان  ال+ مطيري,very_positive
" فيديو  :  حسن  نصر  الله  اراد  ان  يصلي  علي  ال+ نبي  علي +ه افضل  ال+ صلاه  و+ اتم  ال+ تسليم  ,  فصلي  علي  خادم  ال+ حرمين  ال+ شريفين  (  :",neutral
 الا  ان  عين  ال+ مرء  عنوان  قلب +ه .  تخبر  عن  اسرار +ه شاء  ام  ابي  .  ابن  نبات +ه ال+ سعدي,neutral
 بين  ال+ احترام  و+ ال+ اهانه  مسافه  كرام +ه .  بين  ال+ لين  و+ ال+ قسوه  مسافه  رحم +ه .  عجب  من +من يقدم  ال+ ابيض  /  /  ف+ يصفع  ب+ ال+ اسود  .  لا  تءلموا  احد  ف,neutral
" ال+ جبير  :  ال+ ارهاب  ال+ ايراني  يستمر  في  ترويع  ال+ امنين  و+ قتل  ال+ اطفال  و+ انتهاك  ال+ قانون  ال+ دولي  ,  و+ يوميا  يتضح  ب+ ان  مليشيالحوثي  اداه  ارهابيه  ل+ تدمير  ال+ يمن",very_negative
 هذا  قبل  مينزل  هالخبر  بعد  هالخبر  ب+ ال+ عافيه  علي +كم قلق  وتر +ه هو  بايع  اصل +ه و+ لو  انتو  صار  نفس  ال+ شي  وياكم  جان  سويتوا  نفس  رد +ه ال+ فعل,negative
 ما  ذا  نرتجي  من  ايران  ال+ ارهابيه  و+ اذرع +ها و+ مطايا +ها ال+ عرب  في  ال+ عراق  و+ سوريا  و+ لبنان  و+ ال+ يمن  و+ ال+ بحرين  غير  ال+ خراب  و+ ال+ دمار  .,very_negative
 حدا  يقلي  هالاغنيه  ليه  و+ كيف  نجحت  ?  !  كتير  بايخه  لا  كلام  و+ لا  لحن  و+ لا  اصوات  و+ لا  لون  و+ لا  طعم  و+ لا  راءح +ه !  .  دقات  3  .,very_negative
 ال+ طراونه  يدعو  ربط  ال+ ضريبه  ب+ ال+ خدمات  و+ توفير  فرص  عمل  .  يا  شيخ  ال+ نواب  مشكله +نا ال+ كم  ال+ هاءل  من  ال+ موظفين  الي  ما  ال+ هم  شغل  وبيصرف  علي +هم ال+ شعب,negative
 غاب  صوت +ك بس  و+ الله  اسمع +ه .  قبل  دمعات +ي و+ بعد  اللا  وعي  !  .  كل  غايب  هالزمن  عذر +ه .  .  مع +ه .  الا  انت  ارجع  و  عذ,negative
" قيل  ل+ حمدون  بن  احمد  رحم +ه الله  :  .  ما  بال  كلام  ال+ سلف  انفع  من  كلام +نا ?  .  قال  :  ان +هم تكلموا  ل+ عز  ال+ اسلام  ,  و+ نجا +ه ال+ نفوس  ,  و+ رض",positive
 اقدم  انسان  حي  علي  وجه  ال+ ارض  .  .  كم  يبلغ  عمر +ه صفحات  منوع +ه,neutral
 انت  داءما  تذكرين  ان +ه متنامين  ب+ ال+ ليل  و+ هذا  جوز  سبب  ال+ صداع  و+ ان +ي مريت  ب+ هذي  ال+ حاله  و+ ال+ صداع  اذا  كان  ب+ مقدم +ه ا,negative
 تقرير  ال+ يوم  في  صحيفه  واشنطن  بوست  يشير  ال+ معادله  ال+ صفريه  ل+ اداره  ترامب  لم  تنجح  في  اضعاف  ايران  و  حزب  الله  -  .  و+ الي  تهم,negative
 ال+ ان  اي  مواطن  يراجع  اي  جهه  حكومي +ه و+ لم  تخدم +ه حسب  ال+ نظام  يرفع  جوال +ه و+ لا  يرد +ه الا  رقم  مكافحه  ال+ فساد  خلو +نا ننظف  ال+ بلد  من +هم .  ال+ ملك  يحارب  ال+ فساد,positive
" و+ لا  يكون  ال+ ايمان  صحيحا  من  مءمن  الا  من  بعد  علم +ه ب+ حال  من  يءمن  ب +ه كما  قال  الله  تبارك  و+ تعالي  :  ""  الا  من  شهد  ب+ ال+ حق  و+ هم  ي",neutral
" اسال  الله  الذي  لا  يعجز +ه شيء  في  ال+ ارض  و+ لا  في  ال+ سماء  ان  يعطي +نا ف+ يرضي +نا و+ يرزق +نا ف+ يغني +نا .  ,  و+ يجعل +نا من  السعدا",positive
 معالي  رءيس  مجلس  اداره  ال+ هيءه  ال+ عامه  ل+ ال+ رياضه  رءيس  اتحاد  ال+ تضامن  ال+ اسلامي  يقدم  دعم  ل+ ال+ رياضه  ال+ فلسطينيه  ب+ مبلغ  مليون  د,positive
 رغم  عن  انف +ه يعترف  ب+ هزيمه +ه ال+ شنعاء  رغم  عن  انف +ك يعترف  ل+ كل  من  ساند +ه من  ال+ اصدقاء  و+ ال+ اشقاء  في  تدمير  ال+ عراق  ال+ عراق  ينتصر,very_negative
 قيل  ل+ احد  ال+ صالحين  ما  ال+ اخبار  ?  ف+ قال  ال+ اخبار  (  ان  ال+ ابرار  لف +ي نعيم  و+ ان  ال+ فجار  لف +ي جحيم  )  نسال  الله  ان  ينزل +نا و+ ايا +كم منازل  ال+ ابرار,neutral
 في  عيون +ي دمع  لا  غبت  يسيل  و+ في  ضلوع +ي قلب  لا  جيت  خفق  ليت  ل +ي صبر  مثل  ب+ ال +ك طويل  و+ اعبر  عيون +ك و+ لا  اخاف  ال+ غرق,negative
 الي  ال+ مملكه  ال+ عربيه  ال+ سعوديه  /  لماذا  لايعود  سعد  ال+ حريري  الي  بيروت  و+ شرح  موضوع  ال+ استقاله  ل+ ال+ رءاسه  ال+ لبنانيه  لماذا  خرج  ال+ شيخ  بعد  ثلاث +ه ايام  ?  ?,neutral
 يا  اخ  سليم  !  .  عندما +ما تعيش  في  مجتمع  مريض  حتم  س+ تمرض  !  ان  لم  تكون  من  ال+ عدوي  !  س+ تكون  من  ال+ تعب  و+ انت  تقاوم  ?  .  كل  شعوب,negative
 ال+ شباب  عن +نا ب+ ال+ شغل  داخلين  ع  صور  بعض  ع  الفيس  و  بطلعو  المتخبي  صور  ابتخزي  سخر  .  الحمدلله  ان +ه فيسي  ال+ قديم  اتقفل  سخر  .  و+ الا +لا كان  فضايح  ل+ يوم  الفضايح  سخر,very_negative
 انا  :  لا  بس  روع +ه الماس +ك الزومبي  ل +ي انتي  عاملتي  للهالوين  .  هي  :  زومبي  ?  !  انا  كنت  عم  ف+ رجي +ك ان +ي حلوا +ه ب+ المي +ك اب  و+ من  دونو  !  !  .  ال+ عمي,positive
 وحد +ه معي  ب+ دور +ه ماعرفها  بس  اخت +ها زميل +ه اختي  ال+ مهم  قالت  ل+ اخت +ها ان +ي جميل +ه و+ اخت +ها قالت  ل+ اختي  و+ اختي  قالت  ل +ي سخر  ه  ال+ مهم  طرت  من  الوناسه  خجل,positive
 اسالوا  داعش  .  اسالوا  ال+ نصره  .  اسالوا  صهيون  .  اسالوا  ال+ مارينز  .  قبل  ما  تجربوا  حزب  الله  .  يا  ابناء  عبد  ال+ عزيز  .  ال+ عاصفه  لن  تهب  مرتين,negative
" ""  هام  !  !  .  ال+ اخوه  في  ضبا  رابغ  ينبع  ال+ وجه  املج  العيص  مكه  جد +ه .  رابط  مهم  ل+ متابع +ه حركه  ال+ سحب  و+ ال+ بروق  ,  ,  س+ تحتاجون +ه خ  """,neutral
" ان +ي حتي  المي  الي  هو  من  اهم  ال+ اشياء  ب+ ال+ حياه  حاط +ه منبه  بالموبايل  لان  انس +ه اشرب +ه ,  انتو  منو  حتي  ما  انسا +كم ?",negative
 حسن  نصرالله  امن  لداعش  علي  ال+ حدود  .  ال+ سوريه  ال+ لبنانيه  خروج  امن  و+ اعتراض  ايراني  و  حزب  الله  علي  تهديد  امريكا  ب+ قصف +هم قبل  توجه +هم ل+ دير  ال+ زور  .,negative
 يالطواقي  لو  ما  فاز  فريق +كم بكر +ه حهريكم  داخل +ه خارج +ه خارج +ه دخل  اقلب  ال+ طاقيه  اقلب  ال+ طاقيه  حهريك  بكره  سخر  سخر  نهايي  اسيا  2017,negative
 ال+ مسءول  ب+ ال+ خارجيه  ال+ امريكيه  يلي  اعلن  عن  مكافاه  عن  مسءولين  ب+ حزب  الله  12  مليون  ان +ه متاكد  انو  ما  حدا  قادر  يطول  معلوم +ه حتي  عن +هم سخر  سخر  .  هبل  امريكي,negative
 خبر  عاجل  .  نجيب  ميقات +ي بعت  طقمو  علي  ال+ مصبغه  .  جبران  باسيل  يعلن  اسلام +ه بعد  شغور  منصب  رءاسه  ال+ وزراء  .  قصر  قريطم  .  ل+ ال+ بيع  ال+ مراجعه  ابو  مهدي  حي  اللجا  #,very_negative
 انا  بستغرب  جدا  ل+ ال+ بنات  ال+ لي  ب+ تبيع  كرامه +ها علشان  علاق +ه حب  !  مع  ان  حبيب +ك ده  هيحبك  ب+ قدر  حفاظ +ك علي  كرامه +ك و  احترام +ك لذات +ك !  !  #,negative
 و  ال+ نكته  انو  ال+ سعوديه  مع  @@حلفاءها@@ +ها ما  قدروا  عالحوثي  (  ب+ دون  حلفاء  عالارض  )  بس  رح  يقدروا  ع  حزب  الله  و  @@حلفاءه@@ +ه .  .  لبنان  صغير  بس  عندو  مقاوم +ه,negative
 كوبي  ب+ ست  من  مباراه  سد +ني .  .  جحفل +ي وجود +ه نكب +ه .  دياز  لم  يجيد  ال+ تعامل  مع  ال+ مباراه  .  مختار  لم  يلعب  و+ لو  دقيقي +ه,very_negative
 ل+ ما  نحكي  ع  بشار  ال+ اسد  .  يعني  عم  نحكي  عن  حدا  حمي  سوريا  من  ال+ جهل  و  ال+ تخلف  و  ال+ ظلم  .  يعني  عم  نحكي  عن  يلي  حمي  ال+ سني  و  ال+ شيعي  و  ال+ علوي  و  ال+ مسيحي,positive
" اللهم  ثبت  قلوب +نا ب  لا  اله  الا  الله  ,  و+ اغفر  ل +نا ب  استغفر  الله  وارحمنا  ب+ رحمه +ك التي  و+ سعت  كل  شيء  يا  ذا  ال+ حلا  و+ ال+ اكرام  .  امين",positive
 انت  عميل  ان +ك عم  تطلب  من  ال+ سعوديه  ضرب  حزب  لبناني  .  ال+ سعوديه  و+ لو  بدا  تضرب  ال+ حزب  فشرت  و+ لا  لا  انت  و+ لا  الس,negative
" استطاع  ال+ رءيس  نبيه  بري  ان  ينال  وعدا  من  السيسي  ب+ ان  لا  يشارك  في  حصار  لبنان  سياسيا  و+ اقتصاديا  ,  و+ حديث  السيسي  عن  عدم  ف",positive
 اكره  واحد  يحجي  ع  واحد  اعرف +ه ك+ دامي  .  لا  عند +ي ال+ جراه  انو  اكل +ه اسكت  و+ انجب  .  و+ لا  انا  من  ال+ نوعيه  الي  ينقل  حجي  بحيث  اروح  للث,negative
 سعد  ال+ حريري  خذ +ها من +ي و+ خلي +ها ل+ ال+ تاريخ  جايي  وقت +ها ما  حدا  ركبلك  ال+ خازوق  الا  ال+ سعوديه  انشالله  تكون  عم  تقرط  زعتر  قبل  ما  تنام  مش  انت  تكون  زعتر,negative
 مقارنه +ك مش  ب+ محل +ها .  عم  تقارني  وضع  لاجي  ب+ وضع  مقيم  !  وليش  تقارنو  نفس +كن بالاسوء  من +كم ?  .  لو  تقارني  ال+ وضع  ك+ مقيم  سوري  و,negative
" ""  و+ في  كل  مر +ه يمس +ني ال+ ضر  ,  اتذكر  ان +ي تحت  ظل +ك انت  الذي  لايعجزك  شيء  ,  ف+ اخجل  من  ياس +ي و+ ضيق  صبري  ,  ف+ ال+ لهم  ارض +ني ب+ ما  قضيت  .  .  """,positive
 يا  زاءري  في  زنزانه +ي .  خبر  بهي +ه عن  حاله +ي .  قل  ل +ها يا  عمه +ي .  لو  تدرين  ب+ مصيبه +ي .  ذهبت  ل+ اقبض  خرجيتي  .  ف+ اخذ  محمد  حريه +ي .  ليتن,negative
 في  يوم  ميلاد +ه ال+ عاشر  يحصل  علي  ال+ مرتبه  ال+ ثانيه  في  مباراه  اشدود  ل+ ال+ كراتيه  احدي  اقوي  ال+ مباريات  في  هذا  ال+ مجال  في  ال+ بلاد,very_positive
 عندما +ما تعود  يا  شخ  سعد  لن  تحد  شعب  لبنان  ال+ عظيم  و+ بعدين  حرامي  انو  هذه  ال+ جمله  ليست  ل +ك و+ لا  يقول +ها الا  ال+ رجال,very_negative
 تعادل  كان  ظالم  ل+ اقصي  ال+ حدود  ال+ ريال  كان  يستحق  ال+ فوز  ب+ نتيجه  4  -  0  علي  اقل  تقدير  فضاءح  تحكيمي +ه ب+ ال+ جمله  حالت  دون  ذلك  حمق,negative
 هدول  مابغلب  حالي  في +هم سخر  انا  ال+ لي  صادفت +هم ال+ يوم  هم  سبب  ان +ه وليد  حد  منيح  هلا  .,positive
 هناك  دول  ليس  ب +ها دين  ابدا  و+ مستقر +ه و+ يوجد  ب +ها عداله  اجتماعي +ه و+ هذا  لايعني  ان +ي مع  هذه  ال+ انظمه  من  ال+ حكم  و+ لكن  كلم +ه حق  انطق  ب +ها,positive
 ما  افسد +ه ال+ حب  في  قلب +ك .  .  تصحله  ال+ صداقه  .  .  ما  افسد +ه ال+ صداقه  في  قلب +ك .  .  يصحله  ال+ حب  .  .  ما  افسد +ه ال+ صداقه  و+ ال+ حب  في  قلب +ك .  .  ي,very_positive
 بوصله  حزب  اللات  ال+ يوم  هي  قتل  ال+ شعب  ال+ سوري  ل+ استمرار  ال+ طاغيه  ال+ اسد  و+ بقاء +ه في  ال+ سلطه  و+ ليس  عقر  تل  اب,very_negative
 (  و+ ان  تعدوا  نعم +ه الله  لا  نحصوها  )  سور +ه ابراهيم  34  .  غير  ان  اكثر  ال+ ناس  يغمضون  اعين +هم عن  نعم  الله  ال+ كثيره  و+ لا  يقومون  بالوا,neutral
" في  اشخاص  مفكرين  انو  هني  ال+ متحدثين  ال+ رسميين  ب+ اسم  فءه  معينه  من  ال+ ناس  ,  و+ ب+ ال+ حقيقه  ,  ما  بيعرفوا  يركبوا  جملتين  ع  بعض  ب+ دون  تجريح  فلان  -",very_negative
 ال+ يوم  كانت  كره  ال+ قدم  اكبر  بكتير  من  كلم +ه رياض +ه حب  .  كانت  دموع  لاعبين  منتخب  عم  يبكوا  لانن  عجزوا  يوصلوا  و  يحاربوا  ك+ رمال  23,very_positive
" اجمل  ال+ لحظات  حين  يفاجء +ك الله  عز  و+ جل  ب+ شيء  جميل  كنت  تنتظر +ه و+ تدعو  ب +ه ,  ف+ تبسم  شفتا +ك و+ تغمض  عيني +ك و+ تقول  في  سر +ك :  .  كنت  اعلم  ان +ك لن  ترد +ني يا  الله",positive
 وزير  ال+ خارجيه  ال+ بريطاني  :  علي  موسكو  ال+ تخلي  عن  دعم  دمشق  و+ دعم  ال+ توصل  الي  تسويه  في  سوريا  من  خلال  ال+ مفاوضات  تحت  اشراف  ال+ امم  ال+ متحده,neutral
