category,text
-2, نبض  رابعه  ال+ بحيره  مسيره  حاشده  ل+ اهالي  دمنهور  تلبيه  ل+ دعوه  تحالف  دعم  ال+ شرعيه  احتشد  اهالي  مدينه  دمنهور  مساء
-2, ابواب  مغلقه  رهانات  ال+ نظام  ال+ سياسي  ال+ بريطاني
-2, ال+ وطن  خواطر  ل+ ال+ وطن  عمرو  حمزاوي
-2, رقم  يوما  علي  اعتقال  ال+ مهندس  ابوالعلا  ماضي  رءيس  حزب  ال+ وسط  و+ ناءب +ه ال+ استاذ  عصام  سلطان
-2, ده  انت  مش  داريان  اصلا  ان  ال+ استفتاء  كان  علي +ي رقم  من  مواد  ال+ اعلان  ال+ دستوري  معلش
-1, يرفض  نسب  هجوم  سيناء  ضد  خليه  ارهابيه  الي  اسراءيل
-1, هد  دايره  و  بنلف  في +ها ال+ داخليه  مش  عايزه  بقي  في  اولتراس  ف+ اخترعت  مذبخه  بورسعيد  ف+ ال+ ناس  تموت  ف+ ال+ جمهور  يتمنع  من  الماتشات  ال+ كوره  ل+ ال+ جماهير
1, اللهم  يا  مجيب  ال+ دعاء  يا  مغيث  المستغيثين  يا  راحم  ال+ ضعفاء  اجب  دعوه +نا و+ عجل  ب+ قضاء  حاجات +نا يا  ارحم  الراحمين
0, معلش  بقي  لا  ال+ نور  و+ لا  ال+ اخوان  و+ لا  ال+ كلام  ال+ فاضي  دا  كل +ه لو  هنقول  يا  مواقف  يبقي  ال+ حمد  ل+ الله  علي  نعمه  حازمون  و  ال+ شيخ  حازم  ص
-2, ال+ قاءد  خطاب  و+ حديث +ه عن  بدايات  دخول +ه ل  ال+ شيشان  ال+ جهاد  جبهه  ال+ نصره  ال+ جبهه  ال+ اسلاميه  ال+ دوله  ال+ اسلاميه
-2, شاهد  اخر  كلام  مصر  فوق  قانون  ال+ طوارء  اخيرا
-2, ما  بين  ال+ معصيه  و  ال+ طاعه  صبر  ال+ نفس  علي  هوي +ها لحظات
-1, ما  احقر  ال+ قاتل  حين  يبرر  جريمه +ه مجزره  رابعه  مجزره  سجن  ابوزعبل  رابعه
-1, ال+ ليله  رقم  مساء  نستمرفي  كشف  اغراض  ال+ جزيره  و+ حمله +ها ال+ داعمه  ل+ تنظيم  ال+ اخوان  ال+ ارهابي  مستخدمين  تقاريربعدسه  ال+ جزيره  نفس +ها مصر  ال+ امارات  لبنان  قطر
1, شكرا  ان  حضره +ك دورت  علي  ال+ معلومه  واقتنعتانا  ليس  ل +ي مصلحه  و+ اكتب  مايرضي  ضميري  و+ ال+ علم  عند  الله
1, اشكر +ك يا  خالد
-2, هل  يتوج  اتليتكو  مدريد  ب+ لقب  الليجا  ال+ احد  ال+ قادم  برشلونه
-2, اعمل  مع  زملاء  علي  تاسيس  جبهه  وطنيه  داءمه  ل+ حمايه  حريه  ال+ اعلام
-1, ال+ صوره  تتحدث  عن  نفس +ها مصر  ال+ داخليه  بلطجيه  حري +ه محمد  محمود  جرافيتي
1, ابن  مصر  مفيش  كلام  جدو  ال+ اهلي  مبرووك
-2, قصه  قصيره  جهزت  ابنه +ها ل+ صوره  جميله  رفعت +ها انستقرام  ثم  عادت  ل+ تقابل  الواتساب  ل+ ترسل  اشجار  و+ اسمي +ك تسجد
-2, اهلا  ب +كم في  فرع  وسط  ال+ بلد  اوقات  ال+ دوام  ال+ رسمي  ل+ ال+ فرع  من  ال+ ساعه  رقم  صباحا  و+ حتي  ال+ ساعه  رقم  مساءا  العلاونه  ل+ ال+ صرافه  وسط  ال+ بلد
-2, علاج  ال+ سكري  اف  نتشورال  ال+ سعوديه  ال+ عراق  ال+ يمن  مصر  قطر  ال+ كويت  عمان  سوريا  ليبيا  رقم
-2, و+ دول  يعتبروا  اطفال
-1, لا  اعرف  لم  يعرضون  ال+ مبالغ  علي  ال+ طفل  فيصل  ال+ غامدي  ل+ اغراء +ه ب+ بيع  هديه  ال+ ملك  الا +لا يدركوا  ان +ها لا  تباع  و+ لا  ترد  خاصه  ان +ها جاءت  من  والد  ال+ جميع
0, +  يا  غزه  انت  فخر  لينا  انتخبوا  ال+ عرص  ريتويت
-2, وزير  ال+ داخليه  شخصيا  يعرف  الذين  اعتدوا  علي  د  ابو  ال+ فتوح  و+ يخشي  ال+ اقتراب  من +هم
-2, رقم  اسكندريه  مساء  ال+ فل  علي +كم يا  اسكندرانيه  معاد +كم مع  نشره  عصرا  ريزو  بيقولك  نبدا
-1, س+ يبك  مت +ه ده  اهبل
-2, شبك +ه اخبار  ال+ محله  اذان  ال+ عشاء
-2, ميلان  من  ال+ ذاكره  الميلانيه  ميلان  يقلب  ال+ طاوله  علي  الانتر  من  ال+ تاخر  رقم  رقم  الي  فوز  رقم  رقم  موسم  ال+ سك
-2, بيان  حزب  مصر  ال+ حريه  ب+ خصوص  ال+ احكام  ال+ صادره  ب+ قضيه  مبارك
-1, انتخبوا  ال+ عرص  الببلاوي  ال+ قاتل  اعترف  رسميا  ب+ انقلاب  ال+ عسكر  علي  ال+ رءيس  مرسي
-2, د  علاء  الاسواني  يكتب  اوركسترا  ال+ سلفي  ال+ سيمفوني  يبدا  جوله  اوروبيه  ل+ تقديم  ال+ مقال  كاملا
1, ال+ امارات  ال+ يوم  محللون  ال+ تصحيح  ضروره  ل+ بناء  مراكز  ماليه  جديده  ال+ امارات  ب+ ال+ عربي
-2, غزه  تحت  ال+ قصف  انباء  غير  مءكده  بعد  اصابه  عدد  من  جنود  ال+ احتلال  ب+ جروح  بعد  استهداف  درويتهم  من  قبل  ال+ مقاومه  شرق  غزه  قبل  قليل
-1, بس  ممكن  ال+ عرص  يموت  و+ ساعه +ها حمدين  صباحي  ينجح  ب+ ال+ تزكيه  ساعه +ها حيكون  ل +ه تلات  معارضين  ال+ اخوان  و  ال+ فلول  و  مءيدين  السيسي  بيعملوا  فولو  ل+ بعض
-2, مشاركه  من  احد  متطوعي +ي ال+ حمله
-1, رقم  ب+ صراحه  طظ  في  اي  جمهور  زي  حضرت +ك ود +ه راي  مش  كره  و+ الله
-2, بث  تليفزيون  اسراءيل  ل+ اغنيه  تسلم  ال+ ايادي  هو  ال+ حدث  ال+ اول  من  نوع +ه في  ال+ تاريخ  ال+ عار  يكسو  كل  مصري  و+ عربي  و+ مسلم
-2, قرات  عن  مواجهه  شعب  ال+ ارجنتين  ل+ ارتفاع  اسعار  ال+ بيض  و+ تعلمت  ال+ كثير  وادعو +كم ل+ مقاطعه  اي  سلعه  يرتفع  ثمن +ها شكرا  اسره  كل +نا د  علاء  صادق
-2, هذا  ماكسبتم  لانفسكممقال  ال+ يوم  في  ال+ شروق  مع  خالص  ال+ اسي
-2, د  علاء  الاسواني  ماذا  تفعل  اذا  كان  جيش  بلاد +ك يحارب  دفاعا  عن +ك ثم  لاحظت  في  اداء +ه اخطاء  جسيمه  اقرا  ال+ مقال  كاملا
-2, ال+ صحه  اجراء  تبليغ  اهالي  ال+ مصاب  ب  الكورونا  متحضر  و+ وطني  مصر  ميدان  ال+ تحرير
0, ندين  اي  انتهاك  اواعتداء  ب+ حق  ال+ شباب  ال+ معتصم  سلميا  امام  وزاره  الدفاعمتضامن  مع  حق +هم في  رفع  مطالب  يءمنون  ب +ها و  يدافعون  عن +ها حتي  لواختلفنا  مع +ها
-2, رقم  ه  حظي  وحش
-2, ال+ شاهد  -  مفاجاه  تقجرها  رويترز  قصه  اسره  ناقوس  ينذر  ب+ تصاعد  خطر  ال+ تشدد  في  مصر  ال+ تفاصيل
-2, د  علاء  الاسواني  ما  الذي  تميز  ب +ه ال+ اعلام  ال+ مصري  تحديدا  في  هذه  ال+ ايام  اقرا  ال+ مقال  كاملا
-2, ال+ اردن  ينتفض  و+ قريبا  ال+ جزيره  تنتفض  بلاد  ال+ حرمين  تنتفض  ال+ جزاءر  تنتفض  ال+ عراق  تنتفض
-2, دعمرو  حمزاوي  برنامج  بلد +نا ب+ ال+ مصري  رقم  يناير  رقم
0, تحدثنا  عن  هذا  ال+ كتاب  ال+ جميل  عن  خروج  ال+ مصريين  علي  ال+ سلاطين  في  وقت  كان  ال+ حديث  في +ه عن  خنوع  ال+ مصريين  موضه  هذا  ال+ جزء  ال+ اول
-2, سامي  عنان  يعتذر  عن  ما  بدر  من +ه من  اخطاء  خلال  ال+ مرحله  ال+ انتقاليه
0, تخيلتاحساسك  ايه  بقيخليك  راجل  و+ قدر  معاناه  ال+ بنت  في  مجتمع +نا دافع  عن +ها و  حاول  تخفف  من  علي +ها متبقاش  عاهه  من  ضمنالعاهات  ال+ لي  بتواجهها  استرجل
-2, تربايتي  ما  يحتاج  دومينوز  بيتزا  و+ ير  اي  سبند  ات  ال+ كاتم  الخ
0, صباحي  مشكله +ك مش  مع  السيسي  دي  مع  ال+ شعب  لان  السيسي  لو  مكنش  اترشح  كان  شفيق  هيترشح  و+ لو  مكنش  شفيق  هيبقي  موافي  و+ سقوط +ك مضمون  في  كل  ال+ احوال
-2, جزي +كم الله  خيرا  علي  تفاعل +كم مع  سيره  صحابه  رسول  الله  دوله  ال+ خلفاء  ال+ راشدين  ابو  بكر  ال+ صديق  عمر  بن  ال+ خطاب  عثمان  بن  عفان  علي  بن  ابي  طالب
1, سعدت  ب+ محادثه  صاحب  السموالملكي  ال+ امير  نواف  بن  فيصل  هنات +ه ليس  ب+ ال+ مدينه  ال+ رياضيه  اوبنجاح  حفل  افتتاح +ها هنات +ه علي  تشريف  الم
0, علموا +نا نطف +ي ال+ اغاني  اما  ال+ اذان  ياذن  ل+ اكن  في  ال+ اقامه  عادي  عند +نا في  مصر
-2, ال+ صفحه  ال+ رسميه  و+ ال+ وحيده  ل  علاء  الاسواني  علي  الفيس  بوك
-1, ازمه  ال+ فكر  في  مصر  ان  ال+ اعلي  صوتا  لا  يقول  شيءا  و+ ال+ اكثر  حكمه  لا  يسمع +ه احد
-1, اي  خروف  يشوف  اعداد  النهارده  لازم  يتواضع  و+ يهز  ليت +ه خاصه  ان  ال+ عيد  علي  ال+ ابواب
-2, رقم  ب+ مجلس  ال+ شعب  طالبت  ال+ حكومه  ال+ مصريه  اكثر  من  مره  ب+ تبني  فرض  عقوبات  عربيه  علي  ال+ اسد  و+ عدم  ترك  ال+ امر  ل+ فعل  دول  ال+ خليج  ب+ مفرد +ها
-1, انتهاكات  ال+ انقلاب  ال+ قمعيه  في  جامعه  ال+ اسكندريه  وصلت  مدي +ها ب+ اصابات  و+ اعتقالات  انقذنا  يا  عزيز  يا  جبار  من  طغمه  ال+ استعمار
-2, حكايه  ثوره  كامله  ب+ كل  معاني +ها ب+ اسم  محسن
0, رقم  حريه  ال+ تعبير  عن  ال+ راي  قاعده  اساسيه  ل+ ال+ ديمقراطيه  و+ قد  تسفر  احيانا  في  بعض  ال+ دول  ال+ غربيه  عن  اساءه  مرفوضه  ل+ ال+ مقدسات  و+ ل+ ال+ رموز  و+ ل+ ال+ مشاعر  ال+ دينيه
-1, رقم  ال+ جزيره  و+ لا  حاجه  جنب  قنات +ه الشملوله  اون  تي  في  الي  بتتوقع  ال+ كوارث  قبل  حدوث +ها و+ تسبق  ل+ موقع  ال+ حدث
-2, راشد  او  مطلق  ولد  خال +ها او  ولد  عم +ها بعدين  تنتقل  ل+ ال+ احتراف  ال+ خارجي  ه
-2, ماهي  مراحل  جاءزه  ايكبي  ل+ ال+ اعمال  الرياده  ال+ مدارس
-2, ثمانيه  عشر  لواء  من  اصل  رقم  محافظ  ال+ جميع  مسلمون  ال+ ثوره  في  ال+ فكر  و+ ليس  في  ال+ اشخاص  متي  س+ نبدا
-2, رب  لا  تذر +ني فردا  و+ انت  خير  ال+ وارثين  دعاء  دعاءي  غرد  ب+ ذكر  الله  ادعيه  يارب
-2, ال+ كويت  ال+ سعوديه  ال+ بحرين  قطر  امارات  عمان  ال+ عراق  مصر  تونس  ال+ جزاءر  ال+ مغرب  اردن  ال+ سودان  لبنان  رقم
-2, شاهدوا  ال+ حلقه  رقم  من  برنامج  عمر  صانع  حضاره  بناء  ال+ منشات
-1, ملاحقه  ب+ اسم  يوسف  و+ @@وزملاءه@@ +ه من  ال+ اعلاميين  ب+ تهم  لا  تعرف +ها الا  ال+ انظمه  ال+ فاشيه  هو  استمرار  ل+ ممارسات  قبيحه  و  باءسه  ل+ اجهاض  ال+ ثوره  ال+ تغيير  حتمي
-2, في  ماليزيا  رقم  سجينا  ايرانيا  من  بين +هم رقم  امراه  و  رقم  رجلا  متهمون  ب+ جراءم  تهريب  ال+ مخدرات  ال+ سعوديه  ال+ امارات
-2, ال+ مصري  ال+ يوم  انصار  مرسي  من  قنوات  ال+ جزيره  الي  ال+ شرق  و+ رابعه  منذ  احداث  رقم  يونيو  و  رقم  يوليو  ات  مصر
-2, ذات  مومنت  ل+ ما  ال+ بنت  تكون  عامله  شي  و+ بيا  يجي  عالبيت  يقول  مين  ال+ حيوان  ل +ي عامل  هيك  ب+ كون  شكلا  هيك
0, ذو  ال+ عقل  يشقي  في  ال+ نعيم  ب+ عقله  و  اخو  ال+ جهاله  في  ال+ شقاوه  ينعم  اروع  ابيات  ال+ شعر  ال+ عربي
-2, ال+ نصر  ال+ هلال  ال+ رياض  في  ال+ مرمي  ال+ اتحاد  قطر  جده  ال+ دمام  عاجل
-1, دماغ  ال+ داخليه  البايظه
-2, ارقام  يونيو  ال+ مقدسه  ال+ اسبوع  ال+ ماضي  توجه  مءسسو  حركه  تمرد  ل+ زياره  ال+ استاذ  هيكل  ب+ ترتيب  ال+ اعلامي  حسين  عبد  ال+ غني
-1, منذ  تم  ال+ تصويت  علي  تعديل  قانون  انتخابات  ال+ رءاسه  قد  انهالت  علي +نا ال+ تعليقات  ال+ مليءه  ب+ ال+ سباب  الممنهج  من  ال+ لجان  ال+ الكترونيه  ال+ ماجوره  رقم  رقم
-1, ان +ها قنبله  موقوته  استمر  في  تطبيق  قانون  الطواريء  و  خاطر  ب+ ال+ انفجار
-2, و+ ل+ اد  ال+ بلد  ال+ منصوره  مصراوي  رءاسه  شربين  تتقدم  ب+ اقتراح  ل+ تطوير  ال+ مدينه  ل+ ادراج +ه في  خطه  ال+ دوله
-2, ال+ يوم  ال+ سابع  ابو  ال+ فتوح  ال+ وضع  في  مصر  غامض  و+ ال+ ثقه  مفقوده  بين  ال+ حكومه  و+ ال+ شعب
-2, بعد  ما  افتي  ال+ مفتي  ب+ حرمه  استخدام  ال+ كهرباء  في  اغراض  غير  مشروعه  افهم  من  كدا  ان  كابريهات  و+ ملاهي  شارع  ال+ هرم  هيتقفلوا  سءال  برء
-2, حزب  ال+ عدل  يطالب  ب+ تاجيل  ال+ انتخابات  ال+ تشريعيه  ل+ حين  استقرار  ال+ اوضاع  ال+ امنيه  رقم
-1, ال+ انذال  كان  ال+ مخطط  ل+ يوم +نا المنقضي  هذا  من  خصوم  ال+ وطن  و+ ال+ انسانيه  هو  تحقيق  اعلي  نسبه  عنف  و+ حرق  و+ اقتحام  و+ قتل
-2, نوران  ازيك  ال+ حمد  ل+ الله  وحشان +ي مابتساليش  ليه  و+ انت  مش  وحشان +ي انا  اصلا  مابطءكيش  و+ لا  انت  ادخلي  ف+ ال+ موضوع  عاوز +ه مني  ايه  في  عالم  موازي
-2, نيوزويك  مصلحه  ال+ جيش  في  ال+ دستور  تطالب +ه ب+ ال+ وقوف  في  صف  ال+ اخوان
-2, ب+ اذن  الله  تلتقون  ال+ ساعه  رقم  بعد  منتصف  ال+ ليل  ب+ ال+ بث  ال+ مباشر  ل+ صلاه  التهجد  و+ دعاء  ختم  ال+ قران  و+ درس  ديني  يلقي +ه
-2, اعلان  برنامج  مع  ال+ تابعين  رقم  عمرو  خالد
0, اوعي  تفرطي  في  الدورارات  ال+ لي  معاكيعشان  نهضه  خيرت  ال+ شاطر  ال+ عظيمه  هتمرمط  ال+ جنيه  و+ ملايين  الدورارات  هتامن  مستقبل +ك
-2, استشهاد  مجند  و+ اصابه  اخر  و+ ضابط  ب+ ال+ قوات  ال+ مسلحه  في  اشتباكات  بين  مسلحين  و+ قوات  ال+ جيش  ب+ كمين  ال+ جوره  ب+ ال+ شيخ  زويد
1, ال+ نظر  الي  وجه  ال+ ام  عباده
0, كفايه  بعد  عن  رب +نا دي  ال+ نهايه  قريبه
-2, ال+ لاعبين  بعد  هدف  ال+ اعجوبه  ميس +ي في  مرمي  فياريال
-2, عاجل  ال+ رياض  مكه  خواطر  غرد  ب+ صوره  غرد  ب+ صور +ه دبي  غرد  ب+ ذكر  الله  رقم
-1, مثل +هم مثل  انصار  مبارك  و+ انصار  كل  مستبد  يتصورون  مشكله +هم مع  ال+ كتاب  و+ ال+ اعلاميين  ثم  يفاجاون  ان  مشكله +هم مع  ال+ واقع  الذي  امتلا  ب+ ال+ مظلومين  و+ ال+ محبطين
-2, انا  راضي  ب+ كل  شي  لكن  مع +ك طماع  ابي  كل +ك و+ ما  غير  كل +ك يكفينيم
-2, شاهد  اخر  كلام  يسري  فود +ه ال+ دور  ال+ ان  علي  من
-1, اعتراف  من  نقابه  ال+ صحفيين  ال+ فاسده  هناك  مناخ  معادي  ل+ حريه  ال+ صحافه  بعد  ال+ انقلاب  اكثر  من  اي  وقت  سابق  ال+ صحافه  اتهانت
-2, مباشر  مصر  جامعه  ال+ منصوره  خرج  طلاب  جامعه  ال+ منصوره  ال+ يوم  في  تظاهره  تحت  شعار  مفيش  عساكر  هيحكمونا  جابت  انحاء
0, تعليقي  ل+ ال+ برنامج  لا  يعني  انسحاب +ي من  ال+ ساحه  انا  مصري  و  لا  احتاج  اذنا  من  احد  ل+ ال+ تعبير  عن  انتماء +ي
-2, لو  ده  جنان  اتجنن  و  احلف  علي  ال+ مراقب  ان +ك مش  هتحل  حاجه  غير  ل+ ما  تفطر
1, ثلاث  سنوات  و  روح +ه مع +نا معيارا  ل+ ال+ مبادء  اللهم  ارحم  محمود  عوض  و  ادخل +ه فسيح  جناه +ك
0, اطالب  وزاره  ال+ خارجيه  ال+ مصريه  ب+ ال+ تدخل  فورا  ل+ حمايه  ال+ مواطن  ال+ مصري  احمد  ال+ جيزاوي  انتهي  زمن  اهانه  اي  مصري  ب+ ال+ خارج  كرامه  ال+ مصري  فوق  كل  اعتبار
-2, انا  ب+ حب +ها و  مش  هسيبها  اشمعنا  اصل  انا  و+ عدت +ها ان +ي مش  هسيبها  مهما  حصل  و+ انا  لازم  ابقي  اد  كلامي  معي +ها
-2, معهد  واشنطن  ال+ مد  ال+ علوي  يقترب  من  ال+ برلمان  ال+ تركي
-2, تراث  موسيقي  ال+ بوب  ال+ لبنانيه  بين  ال+ توثيق  و+ ال+ ظهور  من  جديد
1, لاجديد  ف+ جمهور  شبكه  ال+ مجد  يملكون  من  ال+ وفاء  و+ ال+ ولاء  ما  تعجز  عن +ه حروف  ال+ شكر  و+ ال+ ثناء  مبادره  بادره  مجداويه  لا  نملك  نحو +ها
0, بادافع  عن  واحد  قال  عن +ي شخصيا  عميل  و+ خاءن  و+ جاسوس  و+ تسبب  في  تشويه  سمعه +ي عند  كثير  من  ال+ مصريين  شفتي +ي ازاي
-2, ما  راي +كم ب+ اداء  نجمه  ستار  اكاديمي  ماريتا  ابي  نادر  علي  مسرح  اجمل  سنين  عمر +نا رقم
-2, ال+ ان  ال+ كاتب  ال+ صحفي  صلاح  عيسي  والسيناريست  محمد  دياب  ضيوف  اخر  كلام  علي  ال+ هواء  و+ فجوه  ال+ ثقه  بين  ال+ شعب  و+ ال+ قياده
-2, و+ ل+ اد  ال+ بلد  ال+ منصوره  مصراوي  بالفيديومصرع  ساءق  علي  يد  امين  شرطه  ب+ ال+ موقف  ال+ جديد  بطلخاوتعزيزات  ب+ محيط  قسم  ال+ شرطه
-2, احداث  محمد  محمود  و  تطورات  غزه  و  من  ال+ ماء  ما  قتل  تحقيق  استقصاءي  عن  علاقه  مياه  ال+ شرب  في  مصر  ب+ ال+ فشل  ال+ كلوي  اخر  كلام  اون  تي  في  رقم  م
-1, قوات  من  ال+ شرطه  و  ال+ عسكر  ل+ قتل  ال+ طلبه  مش  ناسيين  عمرو  خلاف  محمد  عادل  شريف  عاطف  و+ غير +هم كتير
-2, البغنامج  جغب  ناغ  الغيغه
-2, ال+ ان  ال+ سفير  عزت  سعد  سفير  مصر  ال+ سابق  في  موسكو  ضيف  ال+ ساده  ال+ محترمون  مع  يوسف  الحسينيعلي
-2, رقم  ان  شاء  الله  لايحرمك  من  مصر  و+ هي  في  فلوبنا  جميعاوطنيتك  و+ حب +ك ل+ مصر  كنت  اعرف +ها اثناء  دراسه +نا في  سويسرا
-2, بيع  متابعين  زياده  ال+ متابعين  تابع +ني اتابع +ك ال+ سعوديه  ال+ هلال  ال+ نصر  ال+ اتحاد  ال+ اهلي  ال+ اتفاق  ال+ شباب  رقم
-2, ال+ ساده  ال+ محترمون  ال+ حلقه  رقم  ال+ ثلاثاء  رقم  اغسطس  رقم  محمد  عصمت  الساداتمحمود  عبدالمغني  مصر
-2, لماذا  ترشح  ابوالفتوح
-2, خطوط  ال+ طيران  ال+ تركيه  سكاي  توقف  جميع  رحلات +ها ال+ داخليه  و+ ال+ خارجيه  في  ال+ بلاد  ب+ سبب  ال+ احتجاجات  التي  تشهد +ها اغلب  ال+ مدن  ال+ تركيه
-2, محامي  و+ مستشار  قانوني  رقم  ال+ محامي  محامي  قاضي  حكم  درر  ال+ وتر  مستشار  رقم  ريتويت  محاماه  مشاكل  قضايا  اسريه  محامي  مكتب
-2, تفاءلوا  ب+ ال+ خير  تجدوا +ه
-2, نجح +نا في  ال+ قضاء  علي  رقم  من  ال+ بءر  ال+ ارهابيه
-1, اي  حد  عايز  ينتخب  فرعون  يبقي  يدور  علي  اله  زمن  ترجع  ب +ه هو  ل+ وحد +ه ل+ عصر  ما  قبل  ال+ ميلاد
-2, خالد  ابو  بكرمحامي  ال+ شهداء  قال  ان +ه لايعلم  من  صاحب  ال+ قرار  ب+ منع  محاميي  ال+ شهداء  و+ اسر +هم من  حضور  محاكمه  مبارك  تقدم  ب+ اكثر  من  شكوي  بلا  فاءده
1, ال+ صلح  خير  قوم  نتصالح  ال+ مشير
-2, ال+ رساله  ال+ اسبوعيه  ل+ دكتور  عمرو  حمزاي  رقم  ابريل  رقم
-2, شاهد  ذهنيه  ال+ نظام  د  نادر  فرجا +ني في  اخر  كلام
-2, شاهد  اخر  كلام  يسري  فود +ه في  ضيافه  ب+ اسم  يوسف
-2, اللهم  ان +ي اشتاق  ل+ رءيا +ك و  لكن +ي ما+ زلت  اعصاك  ف+ نق +ني و  طهر +ني قبل  ان  القا +ك نفس +ك في  ايه  في  ال+ جنه
-2, الاسوانيهل  صدق  مبارك  حين  اعتقدان  ال+ شعب  ال+ مصري  لايصلح  ل+ ممارسه  ال+ ديمقراطيه  و+ علي +هم ان  يختاروا  بين  ال+ استبداد  و+ ال+ فوضي
1, ابتسم  ف+ ل+ تل +ك ال+ بسمه  ال+ صغيره  اثر  كبير  في  اسعاد  قلوب  ا  لا  خرين
-2, لو  بتحبها  روحلها  ل+ حد  ال+ بيت
-2, غرد  ل+ ال+ عين  ال+ وصل  ال+ وحده  ال+ هلال  ال+ نصر  ريال  مدريد  برشلونه  ميلان  مورينهو  رونالدو  ميس +ي
-2, ب+ اذن  الله  س+ اشارك  مع  عدد  من  ال+ دعاه  في  مءتمر  احياء  روح  ال+ اسلام  الذي  يقام  سنويا  في  كندا  ب+ حضور  الاف  من  مسلمي  ال+ غرب
-2, رساله  ناريه  من  والد  ال+ شهيد  مينا  اسكندر  ل+ مرسي
-1, افلاس  ال+ تليفزيون  وصل  مدي +ه ال+ غلابه  من  عمال  و+ موظفين  و+ اعلاميين  يدفعون  ال+ ثمن  و+ ال+ ملايين  موجوده  ل+ دريه  و+ شله +ها
-2, يسرا  ال+ هواري  ال+ اسكندريه
-1, اي  دين  او  مله  اي  رجوله  او  شهامه  اي  مهنه  او  مهمه  تسمح  ل+ رجال  ب+ ال+ مدافع  يهاجمون  نساء  في  منازل +هن ل+ ال+ قبض  علي +هن ثم  اتهام +هن ب+ حمل  سلاح  مصر  اتهانت
-2, تكثيف  ال+ هجوم  علي  ماءه  من  شباب  ال+ ثوره  و+ هم  في  طريق +هم ل+ لقاء  متفق  علي +ه مع  مدير  امن  ال+ قاهره  ل+ وقف  اعمال  ال+ عنف  شيء  مريب  يحدث
0, متضامن  مع  ال+ اخوه  في  غزه  فلسطين  و+ ال+ فرصه  امام  مرسي  ال+ يوم  ل+ اثبات  ان +ه ليس  ب+ مبارك  الذي  هو  ال+ اخر  استمات  فقط  في  ال+ شجب  و+ ال+ ادانه
-2, اللهم  استجب  يا  رب  يارب  مصر  ال+ ليله  كل  ال+ ناس  الشرقاء
-1, اح +نا اعلام  نكدي  و+ ال+ مسءول  ال+ اول  عن  حاله  ال+ كابه  ال+ موجوده  علي  و+ شوش  ال+ مصريين
-2, عرض  ال+ اسبوع  رقم  الف  متابع  وش  اكثر  شي  يسهر +ك صيام  ال+ اثنين  خد  موقف  من  صلاه  ال+ وتر  في  تويتر  تلاقي  ال+ دمام  رقم
-2, بكره  مسيرات  خارجه  من  كل  جامعات  مصر  ل+ ال+ مطالبه  ب+ حقوق  ال+ طلاب  ريتويت  ثوره  طلبه
-2, في  معرض  ال+ كتاب  ال+ قادم  ب+ اذن  الله  من  دار  ال+ شروق
-2, مرحله  جديده  من  تزييف  ال+ وعي  عمرو  حمزاوي
1, علم  ابن +ك ال+ قران  و+ سوف  يعلم +ه ال+ قران  كل  شي  علموا  اولاد +كم علم
-2, حلقه  ال+ دكتور  بدات  ال+ ان  علي  قناه  ال+ حره
-2, تركيا  اسطنبول  تاريخ  تصويري  غرد  ب+ صوره  ال+ مصورون  ال+ عرب  مارس  ابي  اسافر  انستا  انستغرام  انستقرام
-2, عجيب  جدا  شاهد  ماذا  يحدث  مباشر +ه مءشر  من  قوقل  يبين  ل +ك ماذا  تكتب  ال+ ناس  في  محرك  ال+ بحث  في  بلد +ك ال+ ان  من
-2, ال+ جامعه  ال+ عربيه  تءكد  دعم +ها ل+ ال+ رءيس  في  مواجهه  ال+ ضغوط  ال+ اسراءيليه  تفاصيل  في  ال+ تعليق  ال+ اول
-2, ال+ متجولون
0, حسب +نا الله  و+ نعم  ال+ وكيل  انتخبوا  ال+ عرص  بيقولك  اعرف  بلد +ك ال+ حريه  ل+ ال+ جدعان  ناس  عا
-1, شاهد  اخر  كلام  تاشيره  براني  نصابون  ب+ رخصه  حكوميه
-2, برومو  ال+ برنامج  ال+ موسم  ال+ ثاني
-1, ال+ مصري  ال+ يوم  عندما +ما نشرت  ملخص  ال+ مءتمر  وضعت  ال+ جمله  في  غير  سياق +ها و+ كان  ليس  من  حق  شباب  ال+ ثوره  ال+ وصول  ل+ ال+ سلطه  و+ هذا  عكس  مبادء  حزب  ال+ وسط  تماما
0, انا  مش  عايز  اخش  في  مناقشات  وافندالهجوم  و  اثبت  منطقي  في  ال+ مقال  اذا  في +ه حوار  اتفتح  فده  ب+ ال+ نسبه  ل +ي شء  راءعمش  عايز  اكتر  من  كد +ه
-1, حمدين  صباحي  لو  بقي  رءيس  هيوافق  علي  قانون  ال+ تظاهر  و+ غلاء  ال+ اسعار  والكهربا  و+ ال+ غاز  و+ بكر +ه يشيلو  دعم  ال+ سولار  بطلو  فتي  وافتكاسات  بقي
-2, ال+ وطن  كتاءب  ال+ رءيس  مرسي  عمرو  حمزاوي
-2, بسمه  امل  قصه  من  ال+ مدينه  ال+ منوره
-2, بيان  حزب  ال+ مصريين  ال+ احرار  عن  ال+ تحالف  ال+ داعي  الي +ه ال+ اخوان  و+ ال+ وفد
