text,polarity
 مبدءيا  عشان  نتفق  مافيش  احلي  من  سمك  مصر  ب+ شكل  عاموالله  ال+ سمك  في  نيويورك  و+ لا  بريطانيا  و+ لا  تركيا  ماليه  لازم +ه جنب  سمكناعاش  سمك +نا,1
 انا  فعلا  نفس +ي تحصل  منظر +ه بين  حمدين  و  السيسي,1
 موقف  الاسواني  من  شفيق  فخور  ب +ه جداوهو  موقف  كل  ال+ ثوريين  من  شفيق  صبي  مباركاذاكنت  تدعم  شفيق  ف+ ال+ اولي  بك  تدعيم  جمال  مبارك,1
 ايام  حلوا +ه ال+ ايام  عمرو  دياب,1
 الله  يبارك  ف+ يكي  يا  هند,1
 يابوب  ارجع  محتاجينك  ب+ جد  ارجع  يا  بوب,1
 لازم  كل +نا نروح  ننتخب  ال+ يوم  ان +ها امان +ه و+ واجب  وطني  انتخب  ل+ تشعر  ب+ حق  ال+ ملكيه  في  بلد +ك عمرو  خالد,1
 ارجو  ال+ دعاء  ل+ ال+ راحل  ال+ عظيم  محمود  السعدني  ال+ يوم  ذكري  وفاه  ال+ ولد  ال+ شقي,1
 معلم  و  واعي  يا  يوسف,1
 بعيدا  عن  ال+ هزار  بقي  و+ كد +ه من  كل  قلب +ي باقولها  ل +ك رب +نا يسعد +ك زي  ما  بتسعد  الناسقلبي  و+ ربي  راضيين  علي +ك يا  امردسلام  علي +كم,1
 نشكر +ك تكلمتي  بلسانا  جميعا,1
 الله  اكبر  و+ تحيا  مصر  ال+ حمد  ل+ الله  وحد +ه صاحب  ال+ فضل  كل +ه انعم  علي +نا بثور +ه عظيم +ه و+ اختار  من  بين +نا شهداء  ابرار,1
 يا  رب  ان  عبد +ك جلال  عامر  جعل +نا جميعا  نبتسم  في  ال+ دنيا  و+ ادخل  ال+ سرور  الي  قلوب +نا اللهم  اجعل +ه مبتسما  عند +ك مسرورا  في  جنه +ك,1
 اءيد  قرار  د  مرسي  فيما  يخص  ابعاد  ال+ ناءب  ال+ عام  محاكم +ه و+ اعاده  محاكم +ه كل  من  لوثت  يدا +ه ب+ دماء  او  اموال  ال+ مصريين,1
 اهداء  الي  ام +ي ال+ غاليه,1
 و+ ظني  بك  يارب  ظنا  جميلا  جمعه  مبارك +ه,1
 اشكر +ك,1
 كل  عيد  و  اح +نا طيبين  مسلمين  و  مسيحيين  و  في  بلد +نا مرتاحين  و  نشوف  ال+ لي  قتلوا  ال+ شهداء  متعلقين  و  ان  شاء  الله  علي  كل  واحد  ظلم +نا منتصرين  يارب,1
 حلوان  وروكسي  و+ عين  شمس  بورسعيد  و+ بني  سويف  و+ ال+ منيا  و+ ال+ فيوم  و+ ال+ سويس  شكرا  حشود +كم شعب  مصر  عظيم,1
 في  مثل  هذا  ال+ يوم  اغسطس  استشهد  ال+ بطل  عملاق  ال+ فكر  ال+ اسلامي  سيد  قطب  بعد  ان  اعتقل +ه عبد  ال+ ناصر  و+ قتل +ه ظلما,1
 خطاب  مرسي  ب+ داي +ه جيد +ه نتمني  ان  يكون  ذلك  ب+ داي +ه ل+ توحيد  ال+ صفوف  ضد  ال+ عسكر,1
 حمزاوي  يءكد  احترام +ه ل+ ال+ شراءع  ال+ سماويه  و+ تاييد +ه ل  ال+ مدنيه,1
 كل  ضحك +ه من  شفاتك  تقلب  ال+ دنيا  جنون  انت  ل+ ال+ دنيا  ب+ ذات +ك فوق  مالا  يعقلون,1
 دور  راءع  و+ مفاجء  ل+ نساء  مصر  في  ال+ مظاهرات  شباب +نا و+ نساء +نا يستحقون  ال+ صداره  ان  شاء  الله  بعد  سقوط  ال+ انقلاب,1
 حب +ي ل+ اشعار  ال+ بدر  فاقت  ال+ حدود  اعتراف,1
 مصنع  ال+ رجال  و+ عرين  ال+ ابطال  صدعوا  ب+ كلم +ه ال+ حق  و+ جاهدوا  ب+ ال+ نفس  و+ ال+ مال  تعظيم  سلام  ل+ ال+ اخوان  ال+ مسلمين  حسن  البنا,1
 و+ ال+ لي  ماتوا  في  بورسعيد  عشان  رجال  ل+ ما  قاوموا  حكم  عسكر  ك+ ال+ جبال,1
 شكرا  ل+ دعم +ك,1
 مبارك  علي +كم ال+ شهر  رمضان  كريم,1
 تم  ب+ حمد  الله  ال+ قبض  علي  عصام  ال+ عريان  شوف  ب+ ال+ صوره,1
 صح,1
 رحم +ه الله  علي  ال+ مناضل  ال+ عظيم  مصطفي  عبد  ال+ جليل  احد  اعمده  ال+ ثوره  ال+ ليبيه,1
 نادت  بك  ال+ رسل  ال+ كرام  ف+ بشرت  و+ @@وملاءك@@ +ك ال+ رحمن  خلف +ك سجدا  لا  يحصي  فضل +ك ناثر  او  كاتب  عددا  و+ لا  ال+ شعراء  ياغوث  ال+ ندي  سيد +نا ال+ نبي,1
 بل  ان  الله  تعالي  اقسم  ب +ها حين  قال  و+ ليال  عشر  و+ هذا  وحد +ه يكفي +ها شرفا  و+ فضلا  ف+ ان  ال+ عظيم  لا  يقسم  الا  ب+ عظيم  ف+ لا  يفوت +كم ال+ اجر  ال+ عظيم,1
 يوما  ما  س+ يدرس  اولاد +نا شجاع +ه ال+ مراه  ال+ مصريه  التي  تجلت  في  ال+ ثوره  صلابه  بنات  مصر  مثل  نوار +ه و+ غاده  كمال  و+ سمير +ه ابراهيم  تجعل +ني فخورا  ب+ ان +ي مصري,1
 اعطي  رسول  الله  ال+ مراه  مكان +ه عاليه  و+ جعل  ل +ها دور  كبير  في  ال+ مجتمع  شاهد  ل+ تعرف  يوم  ال+ مراه  العا,1
 اعظم  شباب  هما  ال+ لي  بيحرسوا  ال+ داخليه  دلوقتي  ضد  ال+ داخليه  و  قرارات +ها و  لسه  بيحرسوها  ب+ رض +ه عاش,1
 عن  فرحه +ك و+ انت  ب+ تجدد  ال+ باقه,1
 تعرف  علي  تواضع  ال+ نبي  صلي  الله  علي +ه و+ سلم  كلام  جمييل  تدوين,1
 الله  ينور  علي +ك يا  احمد  مقالين  اروع  من  بعض  ال+ مجد  ل+ ال+ كتابه  ال+ حلوه,1
 علي  سبيل  ال+ سعاده  انا  صديق  مجدي,1
 الم  يحين  ال+ وقت  ل+ عمل  فيلم  عن  ال+ عملاق  ابراهيم  ال+ رفاعي,1
 قرار  كويس  وهايل  و  مستنيينه  من  زمانلكن  ال+ ساده  ال+ محترمون,1
 صباح  حنون  و+ هادي  ب+ صوت  ماهر  زين  علي  كل  فولوري  ال+ حلوين  سمك +ه بتصبح,1
 جزي +ك الله  عن +نا خيرا  يا  رسول  الله  ال+ حبيب,1
 اتقدم  ب+ خالص  ال+ تهنءه  الي  ال+ اخوه  ال+ اقباط  ب+ مناسب +ه عيد  ال+ ميلاد  ال+ مجيد  اعاده  الله  علي  مصر  ب+ ال+ امن  و+ ال+ رخاء,1
 باقي  علي  رمضان  يوما  تقريبا  و+ تبدا  ال+ قصه  ال+ جميله  و+ تعلو  ال+ مساجد  ب+ اصوات  ال+ تراويح  اللهم  بلغ +نا رمضان  لا  فاقدين  و+ لا  مفقودين,1
 ف+ ل+ تقل  خيرا  او  ل+ تصمت  خلق  جميل,1
 هه  عادي  مال +ها ال  سن +ه اجدع  ناس  و  فخور  جدا  بيكم,1
 شكرا  علي  مشاعر +ك ال+ طيبه,1
 رضا  عبدالسلام  كلام  دعبدالمنعم  ابوالفتوح  ال+ اقرب  الي  ال+ ناس  و+ هو  علام +ه من  علامات  مصر  هو  شخصي +ه مصريه  مضحيه  حتي  ال+ نخاع,1
 وزير  ال+ غلابه  ب+ اسم  عوده  معتقل  ف  سجون  ال+ عسكر  ل  افضل  منتج  ل+ اكرم  شعب  انا  مش  رقم  انتفاض +ه ال+ سجون,1
 افتخر  بلغه +ي ال+ يوم  ال+ عالمي  ل+ لغه  ال+ عربيه,1
 منذ  غرس  ب+ ذره +ها ال+ شهيد  حسن  البنا  ل+ يسقي +ها ب+ دم +ه صاحب  ال+ ظلال  ل+ يتم  ال+ فتك  ب+ بطل  اول  صندوق  انتخابي  ديموقراطي  و+ شعبي +ه ال+ اخوان,1
 مسير +ه جت  من  ال+ تحرير  في  طلعت  حرب  و+ صلوا  ميدان  طلعت  حرب  وبيهتفوا  ب+ حماس  جديد  يا  غراب  يا  معشش  انشكاح,1
 امل  محمود  في  ذم +ه اللهرحله  عطاء  و+ مقاوم +ه ب+ اسل +ه س+ تبقي  فخرا  لجيلنالهم  اجز +ها خيرا  عن +نا و+ ب+ واسع  رحمه +ك ادخل +ها واسع  جنه +ك,1
 ?  نك  انت  كل  حياه +ي مهما  ب+ ال+ دنيا  يصير  كلم +ه حلو +ه,1
 الشتا  ال+ لي  فات  فيلم  عظيم  برافو,1
 صاحب  قناه  الفراعين  ل+ ال+ مصري  ال+ يوم  انا  ملك  التو +ك شو  خبر  صحيح  و  وصف  دقيق  طيب  الله  اوقات +كم,1
 يضاف  الي +هم ال+ برادعي  ضمير  ال+ ثوره  طبعا,1
 اي  و+ الله  اسلوب  حياه,1
 غير  صحيح  ال+ توقيع  ل+ خالد  كان  ل+ تمكين +ه و+ هو  ال+ شاب  ال+ وحيد  و+ ال+ اكثر  جراءه  في  ال+ دفاع  عن  ال+ مدنيه  من  دخول  ال+ سباق  ال+ رءاسي,1
 ياخي  الفجيكات  دول  يتحبوا  من  غير  مقدمات  كد +ه نوب +ه,1
 احضر  ال+ مءتمر  ال+ عام  ل+ ال+ مصريين  ال+ احرار  فخور  و  سعيد  و  شعل +ه ال+ امل,1
 اللهم  بلغ +نا رمضان  نفس +ي يرجع  بقا,1
 اللهم  امطر  علي  قبر  محمد  حسين  جمعه  و+ علي  قبور  جميع  @@موتانا@@ +نا و+ موت +ي ال+ مسلمين  من  سحاءب  رحمه +ك يارب  اللهم  اغسل +هم ب+ ال+ ماء  و+ ال+ ثلج  و+ ال+ برد,1
 ال+ حمد  ل+ الله  و+ الله  اكبر  ال+ تحيه  ل+ ال+ شعب  ال+ مصري  ال+ عظيم  ال+ قاءد  و+ ال+ معلم  داءما  و+ ابدا  ال+ تحيه  ل+ ال+ قوات  ال+ مسلحه  ال+ نصر  ل+ ال+ ثوره  و+ ال+ مجد  ل+ ال+ شهداء,1
 انا  مستعد  ل+ ال+ قيام  ب+ اي  دور  ل+ خدم +ه ال+ وطن  حفاظا  علي  ال+ تضحيه  التي  قدم +ها ال+ شهداء  و+ حمايه  ل+ مطالب  ال+ ثوره,1
 اتفرج  ياسلام  صلاح  جاهين  و+ محمود  السعدني  في  بروجرام  واحدرحم  الله  ال+ جميع  و+ جزاء +هم عن +نا و+ عن  مصر  خير  ال+ جزاء,1
 ايا +ك نعبد  و+ ايا +ك نستعين,1
 د  عبد  ال+ منعم  ابو  ال+ فتوح  ابعث  ب+ تهنءتي  و+ تحيات +ي الي  شباب  ال+ ثوره  الذي  ما+ زال  يدافع  من  اجل  استمرار  مسير +ه ال+ ثوره,1
 هل  تعرف  معني  اسم  الله  ال+ صمد  ال+ صمد  الذي  يقصد  الي +ه في  قضاء  ال+ حواءج  ال+ صمد  لا  يحتاج  الي  احد  و  يحتاج +ه كل  احد,1
 حبيتلكن  حب  من  غير  حنان  وصحبتلكن  صحبه  من  مالهاش  امان  رحت  ل+ حكيم  و+ اكتر  و+ لقيت  بلوتي  ان  ال+ لي  جو +ه ال+ قلب  مش  ع  ال+ لسان  عجب +ي صلاح  جاهين,1
 كيزاد  افضل  منصه  ل+ تاسيس  ال+ اعمال  في  ال+ منطقه  ال+ امارات  ب+ ال+ عربي,1
 عظيم  نجاح  اجهزه  ال+ دوله  و+ ب+ ال+ تعاون  مع  اهل  سيناء  في  اطلاق  سراح  ال+ جنود  ال+ مختطفين  دون  اراق +ه ل+ ال+ دماء  هذه  اداره  ازم +ه ناجح +ه ينبغي  ال+ اشاده  ب +ها,1
 و+ ما  ال+ نصر  ا  ?  من  عند  الله,1
 اللهم  احرسني  ب+ عين +ك التي  لا  تنام  و+ اكنف +ني ب+ ركن +ك الذي  لا  يرام  لا  اهل +ك و+ انت  رجاء +ي رب  كم  من  نعم +ه انعمت  ب +ها,1
 اول  مر +ه اشوف  مناظر +ه ب+ دون  مقاطع +ه و+ لا  صراخ  و+ كل  طرف  و+ اخد  وقت +ه في  ال+ كلام  احيي  يوسف  ال+ حسيني  ل+ اداره  ال+ حوار  ب+ هذا  ال+ رقي,1
 تحي +ه ل+ جميع  ال+ نساء  في  يوم  ال+ مراه  ال+ عالمي  نحتفي  ب+ ال+ مراه  كل  يوم  اما  و+ بنتا  و+ اختا  و+ رفيق +ه درب  و+ حياه  و+ صانع +ه امم,1
 ان +ك تدافع  عن  اي  بنت  لو  لاقيت  حد  بيدايقها  ف  ال+ شارع  ال+ رجوله  دي  خلق  جميل,1
 شكرا  ل +ك ايتها  ال+ مراه  ل+ جعل +ك ال+ عالم  اكثر  جمالا  و  روع +ه لا  تتخلي  عن  احلام +ك و+ حقوق +ك ال+ يوم  ال+ عالمي  ل+ ال+ مراه  ريتويت,1
 نحب  ال+ لغه  ال+ عربيه  ان +ها لغه  ال+ قران  و+ ان  نبي +نا عربي  و+ ان +ها لغه  اهل  ال+ جنه  ال+ يوم  ال+ عالمي  ل+ لغه  ال+ عربيه  غرد  ب+ صور +ه,1
 يجب  علي  كل  ابناء  ال+ زمالك  مسانده  ميدو  و+ دعم +ه ب+ شكل  كبير  ميدو  استطاع  تغير  اشياء  كثير +ه داخل  ال+ نادي  موجود +ه منذ  زمن  بعيد  قوي,1
 انغام  وزير +ه ال+ بهجه  علي  راي  بلال  فضل,1
 يا  صباح  ال+ خير  يا  صباح  ال+ نصر  اح +نا ملوك  كل  حاج +ه في  مصر  ال+ اهلي,1
 مصر  كل +ها هتصوت  ل+ عبد  ال+ منعم  ابو  ال+ فتوح  ال+ قوي  ال+ امين,1
 و  انت  طيب  يا  شاعر  يا  راءع,1
 ملايين  في  ال+ شوارع  قبل  ال+ عاشره  صباحا  مشهد  لم  ير +ه بلد  في  ال+ عالم  كم  انت  عظيم  يا  شعب  مصر,1
 شكرا  تويتر,1
 الحمدلله  علي  ال+ تاهل  ل+ دور  ال+ مجموعات  ب+ ال+ كونفدراليه  و  من  فوز  ل+ فوز  ان  شاء  الله  يا  اهلي  عمرو  جمال  يشعر  ب  حال +ه ممتاز +ه,1
 رحم  الله  سامر  سليمان  كان  مصريا  مخلصا  لقيم  ال+ مواطنه  و+ ال+ ديمقراطيه  و+ استاذا  متميزا  ل+ ال+ اقتصاد  ال+ سياسي  رحم +ه الله,1
 استبشروا  خير,1
 علي +ك نور,1
 اح +نا اسكندرانيه  ونعجبوك,1
 اثق  في  رءيهاحمد  سعيد  و+ اعلم  التزام +ه ب+ مبادء +ه و+ انا  معجب  ب+ تصريح +ه ان  ال+ حزب  يستطيع  ان  يكون  حزب  الاغلبيهواتمني  فوز +ه في  ال+ انتخابات  ل+ تحقيق  تلك  ال+ رءيه,1
 سعيد  ب+ مجهود  صديق +ي شادي  شريف  و  فريق  جمهوري +ه تي  في  و+ مبروك  علي  ال+ برامج  ال+ جديده  ل+ ابراهيم  الجارحي  و  حسن  حامد,1
 اهو  دا  ال+ لي  صار  راءع +ه سيد  درويش  ب+ صوت  ال+ جميله  دينا  الوديدي,1
 اشكر +كم جميعا  علي  وقه +كم ال+ ثمين  و+ ال+ ساعه  لا  تكفي  مع +كم,1
 برطمان  حني +ه مليان  زياده  و+ ماشي  بيدلدق  ال+ اسد,1
 يقول  رسول  الله  صلي  الله  علي +ه و+ سلم  يقال  ل+ قارء  ال+ قران  اقرا  و+ ارتق  و+ رتل  كما  كنت  ترتل  في  ال+ دنيا  ف+ ان  منزله +ك عند  اخر  ايه  تقرءها,1
 فريق  ال+ وعد  انصاف  ال+ اخوان,1
 ال+ مجد  ل+ الله  ثم  ل +ك انت  ياشهيد  جيكا  سيد  وز +ه,1
 قوه  هدف +ها استكمال  نقل  ال+ سلطه  ل+ ال+ مدنيين  ال+ منتخبين  و+ بناء  دول +ه ال+ مواطنه  و+ ال+ قانون  ال+ مدنيه  و+ رفض  ممارسات  ال+ استبداد  و+ ال+ منافسه  ال+ انتخابيه  ال+ جاده,1
 ال+ دكتور  مصطفي  محمود  بيشرح  ب+ طريق +ه بسيط +ه,1
 شكرا  ياشباب  علي  محبه +كم رب +نا يجعل  كلام +نا خالصا  ل+ الله  و+ ال+ وطن  ده  رابط  تحميل  ال+ معصره  مقال +ه احمد  زكي  مهم +ه تصبحوا  علي  خير,1
 لا  يوجد  دم  اخوان +ي و+ اخر  معارض  و+ متمرد  فقط  دم  مصري  نبذ  ال+ عنف  ضروره  و+ ال+ سلميه  مسءولي +ه وطني +ه و+ انسانيه  انعي  ال+ شهداء,1
 كانت  ف+ ين  ال+ روح  ال+ حلوه  دي  ايام  زمان  نص  مليون  فرق  في  الفولورز  فعلا  بيغيروا  ال+ انسان  متشكرين  يا  مبهج  ال+ جماهير,1
 ربي  بلغ +نا رمضان  من  غير  ان  نري  دمع +ه حبيب  و+ لا  فراق  غالي  و+ لا  استمرار  مرض  ل+ قريب  اللهم  بلغ +نا رمضان  لا  فاقدين  و+ لا  مفقودين  رمضان  كريم,1
 اللهم  ارزقنا  نعيم  ال+ جنه  امين,1
 ال+ اعداد  في  مسير +ه مدين +ه نصر  جبار +ه تذكر +ني ب  يناير,1
 كل  عام  و+ انتم  ب+ خير  و+ كل  من +نا في  سلام  مع  نفس +ه و+ مع  ال+ غير  و+ في  وطن  يتسع  للجميعمازالت  قناعه +ي ان  شباب  مصر  ال+ ثوره  هم  ال+ حل  و+ ال+ امل  فكر  خلاق  و+ قياد +ه فتي +ه,1
 رءيس  يطبق  ال+ شريعه  دون  ان  يكون  مسلما  ولايسير  في  مواكب  مصفح +ه و+ لا  يكذب  علي  ال+ ناس  ب+ حركات  استعراضي +ه و+ يفتح  قصر +ه ل+ ال+ فقراء,1
 مساعد +ه ال+ محتاجين  خلق  جميل,1
 مواليد  برج  ال+ اسد  تعجب +ك صداقه +هم كثيرا,1
 ل+ ما  تقول  ل+ انسان  بسيط  كلم +ه حلوا +ه تسعد +ه خلق  جميل,1
 ب+ طاق +ه دعوا +ه زواج  حلوا +ه ل  الواتس  اب  من  تصميم +نا رتويت  ي  حبايبي,1
 ب+ اسم  يوسف  لذيذ,1
 كل  ال+ تضامن  مع  ثور +ه شعب +نا ال+ عربي  في  ال+ يمن  من  اجل  ال+ حريه  و+ ال+ ديمقراطيه  و+ ال+ عداله  و+ ال+ وحده  ثور +ه ال+ شعب  ال+ عربي  ممتد +ه من  ال+ محيط  الي  ال+ خليج  حتي  ال+ نصر,1
 من  اعظم  نعم  الله  علي +ك ان  يقضي  حواءج  ال+ ناس  علي  يدي +ك فاكر  اخر  انسان  ساعدت +ه,1
 حري +ه ال+ حركه  ال+ طلابيه  و+ حق +ها في  ال+ عمل  ال+ سياسي  جزءاصيل  من  ال+ حريات  ال+ عامه  التي  ناضل +نا من  اجل +ها منذ  السبعينياتالثوره  تفرض  لاءحه  طلابي +ه ديمقراطي +ه,1
 سبحان  الله  و+ ال+ حمد  ل+ الله  و+ لا  اله  الا  الله  و+ لا  حول  و+ لا  قوه  الا  ب+ الله  و+ الله  اكبر  و+ استغفر  الله  اذكر  الله  غرد  ب+ ذكر  الله,1
 شاركوا +نا علي  تويتر  يا  شباب  خلق  جميل  تعالوا  ننشر  علي  الهاشتاج  ده  اخلاق  نحب  نرا +ها في  مجتمعات +نا و  يتخلق  ب +ها,1
 عا  امن  ال+ وطن  ساهر  بنحيي  ال+ عميد  ماهر  انا  وياك,1
 وجود +كم يا  شباب  و+ غيرت +كم علي  بلد +كم علي  اختلاف  افكار +كم يملءني  ب+ ال+ تفاءل,1
 ذل +كم ب+ ان +ه اذا  دعي  الله  وحد +ه كفرتم  و+ ان  يشرك  ب +ه تءمنوا  ف+ ال+ حكم  ل+ الله  ال+ علي  ال+ كبير  غافر  احب +ك ربي,1
 هجره  الي  الله  عز  و+ جل  ب  ال+ توحيد  و  ا  ?  خ  ?  ص  و  ا  ?  نابه  و  ال+ توكل  و  ال+ خوف  و  ال+ رجاء  و  ال+ محبه  و  ال+ توبه,1
 جالس  ال+ علماء  و+ زاحم +هم ب+ ركبتي +ك ف+ ان  الله  يحيي  ال+ قلوب  بنور  ال+ حكمه  كما  يحيي  الله  ال+ ارض  ال+ ميته  ب+ وابل  من  ال+ سماء  مصطفي  ح,1
 استغفر  الله  الذي  لا  اله  الا  هو  ال+ حي  ال+ قيوم  و+ اتوب  الي +ه غرد  ب+ ذكر  الله,1
 رضا +ك يارب  كلمتين  و+ بس,1
 اءكد  علي  حق  جماع +ه ال+ اخوان  في  ال+ احتفاظ  ب+ ترخيص +ها ك+ جمعي +ه اهلي +ه و+ مزاول +ه نشاط +ها ال+ اهلي  في  نطاق  ال+ قانون  الذي  سن +ه برلمان +ها لا  ل,1
 ال+ شعب  هو  ال+ بطل  ال+ وحيد,1
 بنساعد  اي  حد  عاوز  ال+ خير  ل+ ال+ غير  خير +نا هيعرضلك  كل  ال+ خير  ال+ لي  ممكن  تعمل +ه و  يوصل +ك ب+ كل  ال+ مبادرات  و  ال+ جمعيات  مب,1
 ل+ من  يعتقد  ان  صداقتي  ب+ جون  ستيوارت  ال+ يهودي  تهم +ه شوفوا  حلقات +ه هاجم  منع  ال+ ماذن  في  سويسرا  و+ منع  مسجد  منهاتن  و+ هاجم  اسراءيل  في  ال+ لي  ب+ تعمل +ه في  غزه,1
 حاجات  بتفرح  في  مصر  ال+ لمه  ال+ حلوه  مع  اصحاب +ي,1
 جيل  ال+ وسط  هو  الذي  شغلت +ه اسءله  و+ مشكلات  عصر +ه باحثين  عن  ال+ حقيقه,1
 ان  ذكر  ال+ رحمن  يذهب  ال+ احزان  احب +ك ربي,1
 مبروك  و+ مبروك  و+ ل+ كل  ال+ زملاء  و+ اشكر  كل  من  ساهم  ب+ انجاح  هذا  ال+ انجاز  ال+ راقي  ال+ يوم  نقاب +ه ال+ صحفيين,1
 تهنء +ه ل+ كل  طالب  و+ طالب +ه قضوا  ما  يزيد  عن  يوما  معتصمين  و+ واجهوا  كل  انواع  ال+ تنكيل  جامع +ه ال+ نيل,1
 لا  تنتصر  ل+ نفس +ك و  لكن  انتصر  ل+ ال+ حق  و  تعلم  من  ال+ امام  ال+ شافعي  حين  قال  ما  ناظرت  احدا  قط  الا +لا تمنيت  ان  يجري  الله  ال+ حق  علي  لسان +ه,1
 اجمل  ما  رات  عين +ي في  معرض  ال+ كتاب,1
 اللهم  اغفر  ل+ اموات +نا و+ ارحم +هم و+ عاف +هم و+ اعف  عن +هم و+ اكرم  نزل +هم و+ وسع  مدخل +هم و+ اجمع +نا ب +هم في  جنان +ك دعاء  دعاءي  غرد  ب+ ذكر  الله  ادعيه  يارب,1
 ال+ نعمه  تحتاج  ل+ ال+ شكر  و+ ال+ بلاء  يحتاج  ل+ ال+ صبر  و+ ال+ ذنب  يحتاج  ل+ ال+ استغفار  ف+ من  شكر  و  صبر  و  استغفر  نال  ال+ سعاده,1
 هل  تقرا  ال+ قران  بعد  رمضان  هل  تفهم  معاني +ه و+ تفكر  في +ها هل  نويت  ان  تختم  ال+ قران  بعد  رمضان  هل  تعرف  ثواب  قراء +ه و+ تدبر,1
 ال+ اعتراف  ب+ ال+ خطا  خلق  جميل,1
 ال+ سعاده  انت  ب+ ذات +ها و  ال+ فرحه  عيون +ك,1
 ده  مش  جيل  زي  ما  هيكل  كان  فاكر  ده  جيل  يناير  و+ رابع +ه جيل  ال+ عزه  و+ ال+ كرامه  و+ ال+ صمود  صور +ه ل+ ال+ اسود  في  ال+ زنزانه,1
 اعترف  ب+ ال+ مطالب  ال+ مشروعه  ال+ متعلقه  ب+ حكومه  انقاذ  وطني  و+ تعديل  ال+ دستور  و+ تقنين  وضع  جماع +ه ال+ اخوان  ك+ اطار  ل+ ال+ حوار  اقر  ب+ الزامي +ه نتاءج  ال+ حوار,1
 ال+ لي  يشوف +ك يتمني  يكون  مثل +ك و+ ال+ لي  يعرف +ك يحترم +ك و+ يحبك  و+ ال+ لي  يسمع  عن +ك يتمني  يقابل +ك حاول,1
 كل  عام  و  انتم  ب+ خير  تقبل  الله  من +نا و  من +كم صالح  ال+ اعمال,1
 يالله  فورا  اول  ما  استعيد  ال+ سيطره  علي  الد +ي ام  نتفق  بالكتير  علي  يوم  الاربعانت  واحشني  جدا,1
 اعلم  ان +ه كلما  نزع  من +ك في  ال+ ارض  شيءا  جميلا  س+ يخبء  ل +ك شء  في  ال+ سماء  اجمل,1
 يارب  اجعل +ها لليلهه  فرح  ل+ عشاق  ال+ عالمي  ب+ ال+ توفيق  ي  نصر +نا ال+ نصر  ال+ شباب,1
 اتممت  مهمتي +ي ك+ عضو  لجن +ه تحكيم  في  مهرجان  فينيسيا  ال+ يوم  شاهدت  عرض  و+ راضي  ب+ شكل  عام  عن  نتيجه  الاوريزونتي  التي  س+ تعلن  في  ال+ ختام  كمان  ساعتين,1
 كتر  خير +هم فعلا  بيصلحوا  غلطه  مش  بتاعتهم,1
 مع  اشراق +ه كل  شمس  نبدا  عمل +نا ب+ روح  نشيط +ه و+ هم +ه عاليه  و+ يد  واحد +ه و+ نيه  متجدد +ه احلي  صباح  ل+ اجمل  متطوعين  في  اعظم  حمل +ه,1
 تفاءلي  ب+ نجاح  ثوره +نا نابع  من  ايمان +ي ب+ ان  الله  لا  يضيع  اجر  من  احسن  عملا  و+ لا  يوجد  احسن  و+ اعظم  عملا  من  ان  يضحي  ال+ شعب,1
 ميرسي  يا  يو,1
 اشارك  ال+ يوم  في  مبادره  فودافون  ل+ محو  ال+ اميه  ال+ علم  قوه  سفيرا  ل+ ال+ مبادره  و+ متطوعا  ل+ تحقيق  ال+ هدف  ال+ قومي  ب+ بان  تصبح  مصر  بلا  اميه,1
 س+ اتجه  ال+ ان  الي  ال+ ملتزم  بين  ال+ حجر  ال+ اسود  و  باب  ال+ كعبه  هناك  يستجاب  ال+ دعاء  و  هناك  لصق  ال+ نبي  جسد +ه ب+ ال+ كعبه  و  دعا  الله  كثيرا  س+ ادعو  ل +كم كثيرا,1
 ابراهيم  عقل  نموذجا,1
 مصر  راءد +ه ال+ تحولات  ال+ كبري  حسمت  ال+ تحديات  التي  واجهت  كل  ال+ منطقه  ك+ ال+ غزو  ال+ مغولي  و+ ال+ بريطاني  و+ س+ تضع  حدا  للتيارالعلما,1
 شكرا  جزيلا,1
 واضح  ان  ام +ي دعت  عليا  و+ انا  صغير  وقالتلي  روح  رب +نا يفرج  علي +ك خلقو  قام  رب +نا طلع +ني مذيع,1
 نعم  ان +ه خالد  بن  ال+ وليد  رضي  الله  عن +ه يا  من  يفتخر  ب  هتلر,1
 تدوين +ه هام +ه,1
 صحفي  الماني  يروي  تفاصيل  ليل +ه مرعب +ه من  ال+ تعذيب  و+ ال+ اهانه  بين  ال+ معتقلين  ال+ مصريين  في  ال+ اقسام  و+ ال+ سجون,1
 عرض  ال+ اسبوع  الاف  متابع  درر  حكم  حكم +ه حكم +ه ابيات  ال+ نصر  ال+ هلال  ال+ فتح  كلمات  كلم +ه بوح  ال+ اتحاد,1
 ماعندي  شي  اسم +ه احترم +ني انا  اكبر  من +ك عند +ي شي  اسم +ه تحترم +ني احترم +ك غير  كذا  جب  ال+ حكومه,1
 ان +هم يكتبون +ني بطل  اكتوبر  ال+ فريق  سعد  ال+ شاذلي  يكتب  عن  ال+ كذب  علي  ال+ شعب  ورضوي  عاشور  تكتب  عن  ال+ ثوره  بين  الياس  و+ ال+ امل,1
 ال+ راتب  مايكفي  ال+ حاجه  ال+ اتحاد  ال+ هلال  ال+ نصر  ال+ اهلي  مرسي,1
