text,polarity
 ’—Ё«  «бё«ѕе дЏг б«—ѕжџ«д г’—,1
”гЏ е« я н— »” «жб г—е «Ќ”е« ж«Ёеге« жЏ—Ё «де« Ќбже «жжм яѕ« «џдне ‘н—нд «д« ябм гбяя,1
‘я—« ћ“нб« Џбм  Џбнё« яг «бћгнбе жн« —» нЏћ»яг «бЁнбг «д г яг«д,1
«бЌ‘н‘ Ќбж гЁн‘ яб«г «е ж«ббе,1
»”ге «гб «Ќбм г Џе Ён «бѕдн«,1
«бг’—м «бЌёнём я«бе—г «б‘«гќ —Ёё е ‘—Ё ж «б ж«’б гЏе Ќё ж д”н«де гЌ«б ж «бѕЏ«Ѕ бе ж«ћ»яб Џ«г ж «д г »ќн— ж г’— Ўн»е ж Ќ—е «где,1
Џбн Ёя—е Џ»ѕ «ббе «б”Џнѕ ’«дЏ «б«еѕ«Ё «бЋб«Ће «бг« ‘ «б«ќн—,1
—»д« нќбня бн«,1
«д  «бџ«бм «ббм »ё«бм ”днд »еж«е «б“г«бя «б“г«бя «б«Ё—нён,1
г»—жя Џбм г’— ж«еб г’— «?»Ў«б «?‘«ж” «бгЌ —гнд «бг Џбгнд «бгЋёЁнд яб ‘Џ» г’— ‘Џ» —«ён ябг яг «бгжЌѕе ж ”«д ќ» «б”н”н,1
«бгћѕ б‘еѕ«Ѕ гЌгѕ гЌгжѕ «б–нд ”«б  ѕг«ƒег б —жн ‘ћ—е «бд÷«б,1
янЁ  ќ «— «б»Ўнќе «бЌбже ж «бћнѕе џ—ѕ »гЏбжге џ—ѕ »’ж—е,1
еж «ббн Џнжде дѕждн г«бЏ«бг ябе ќѕждн,1
«ед∆ «бѕя ж— гЌгѕ г—”м »Ёж“е »—∆«”е ћгеж—не г’— «бЏ—»не я«жб —∆н” нќ «—е «б‘Џ» «бг’—м д гдм бе «б жЁнё ж «б”ѕ«ѕ,1
ё’е яЁ«Ќ Ќёнёне б‘«» г’—н гд гЌ«Ёўе «бЁнжг —џг «Џ«ё е  Ќѕн яб «бў—жЁ гЌгѕ «бянб«дн гЌгжѕ Ќгнѕе «Ћд«Ѕ ЎЁжб е,1
’ЌЁ «бЏ«бг   ЌѕЋ »ѕе‘е Џд ’гжѕ жЏўге ж»”«бе «бг’—н Ём гж«ћее ѕгжне «б«дёб«» еб е «я ‘Џ» нЌ» »бѕе гЋб «бг’—ннд д’—д« ё«ѕг «д ‘«Ѕ «ббе,1
 ‘нб”н еж «б“Џнг,1
«ѕЏжяг бё—«Ѕе гё«бе —«∆Џе я »е« «’«Ќ»н гЌгѕ н”—н ”б«ге гд ‘еж—Џд гџ»е ‘нЎде «бгнѕ«д гд «»«ќж«д ж«б н ” дёб» Џбнег,1
Ќ«“г «г«г ћг«ен— «б«ебм » Ёег яж—е,1
«бжЁ«Ѕ «б‘е«ге «бЏЁж ё’е гд —ж«∆Џ «бЌ÷«—е «б«”б«гне «” гЏ бЌбёе ћѕнѕе гд Ќбё«  »”ге «гб,1
«»ж  —няе Џд ’б«Ќ жћѕж «Ќ”д « днд «Ќ н«Ўм Ём «бЏ«бг,1
«гн— «бЏг—н «б‘ « «ббн Ё«  ‘е«ѕе ”ндг«∆не »бнџе Џд «бЋж—е,1
гЏ««я н« —н”д« гЏ««я  Ќн« г’— «б”н”н Ќ»н» «бгб«ннд ”«д ќ» «б”н”н,1
«Ќбм ÷Ќяе »«бЏ«бг я«—гд ”бнг«д я«—гд гЌ»ж»е «бЏ—» «—» «нѕжб «б»жг «ќ»«—н «ќ»«—н,1
»” «Џб«д Ёжѕ«Ёжд «бћѕнѕ » «Џ Џг—ж ѕн«» ѕ« Ќж«—,1
Џнѕ ЁЎ— ”Џнѕ «Џ«ѕе «ббе Џбм г’— ж«б»‘—не »«бќн— ж«бЌ—не ж«бЏѕб ж«б ”«гЌ,1
ггяд «гя  яжд » Ќ» «бЁ”нќ »” Џн«бе« жћж“е« «ббн еж «»жя нЏдн г‘ »нЌ»же ж яжд дЁ”е« Ёне »” г« ябж‘ Џ‘«дег ен ѕне «б«г «бгЋ«бне,1
»«?Ќ÷«д н« џ«бне «бћжде,1
гƒ г— д«ћЌ бЌ“» «бж”Ў »«б”жн” жябге Џ’«г ”бЎ«д «б н ё«ЎЏе« «бЌ÷ж— »«б ’Ёнё Џѕе г—« ,1
«гн бн” бе« нжг« гЌѕѕ «гн яб «б«н«г бе« Џнѕ «б«г,1
«бг—«е ен ”—  ж«“д «бЌн«е ж”— ћг«б «бяжд жг’ѕ— «бгЌ»е ж«б—Ќге Ён е–« «бЏ«бг яб Џ«г ж«д д «ёжм ж«ћгб ж«Ё÷б нжг «бг—«е,1
«бм «бг’—ннд «б«Ќ—«— «бм ‘Џ» г’— «бЏўнг Ќ«д  ”«Џе «б« Ќ«ѕ ж «б«Џ г«ѕ Џбм «бдЁ” б« »ѕ «д дёЁ жёЁе —ћб ж«Ќѕ ÷ѕ «б«—е«» ж ѕ«Џгне »«бќ«—ћ,1
жяб Џнѕ ён«ге ж«д г жг’— »ќн—,1
г—е ж«Ќѕ г—« е Џёѕе« «ббн » Ќ»е « ёЎЏ Ё”е— Ўжб «ббнб нбг Ён Ќ»« е Џ‘«д г “Џб‘ ”нѕд« «бд»н «б”нѕе Џ«∆‘е «бЌ»,1
ж«Ќ‘дн ёжн ж «д« гё’— гЏ«я Џдѕя Ќё ябг ‘«ѕн ж «б‘»«» ж ќбнд« д ё«»б нжг «бћгЏе ж «бЏ‘«Ѕ Џбн«,1
«бгћб” «б«д ё«бн «ббн»н ня—г ёд«е «жд  н Ён «бЁ÷«∆не «бг’—не »«Џ »«—е« «Ё÷б ёд«е Ём  џЎне «Ќѕ«Ћ бн»н«,1
г»ѕ∆н« Џ‘«д д Ёё г«Ён‘ «Ќбм гд ”гя г’— »‘яб Џ«гж«ббе «б”гя Ён днжнж—я жб« »—нЎ«дн« жб«  —ян« г«бне б«“ге ћд» ”гяд«Џ«‘ ”гяд«,1
«д« ЁЏб« дЁ”н  Ќ’б гдў—е »нд Ќгѕнд ж «б”н”н,1
гжёЁ «б«”ж«дн гд ‘Ёнё Ёќж— »е ћѕ«жеж гжёЁ яб «бЋж—ннд гд ‘Ёнё ’»м г»«—я«–«яд   ѕЏг ‘Ёнё Ё«б«жбн »я  ѕЏнг ћг«б г»«—я,1
«н«г Ќбже «б«н«г Џг—ж ѕн«»,1
«ббе н»«—я Ёнян н« едѕ,1
н«»ж» «—ћЏ гЌ «ћндя »ћѕ «—ћЏ н« »ж»,1
б«“г ябд« д—жЌ дд ќ» «бнжг б«де« «г«де жж«ћ» жЎдн «д ќ» б ‘Џ— »Ќё «бгбяне Ён »бѕя Џг—ж ќ«бѕ,1
«—ћж «бѕЏ«Ѕ бб—«Ќб «бЏўнг гЌгжѕ «б”Џѕдм «бнжг –я—м жЁ«е «бжбѕ «б‘ён,1
гЏбг ж ж«Џн н« нж”Ё,1
»Џнѕ« Џд «бе“«— »ём жяѕе гд яб ёб»н »«ёжбе« бя —»д« н”Џѕя “н г« » ”Џѕ «бд«”ёб»н ж—»н —«÷ннд Џбня н« «г—ѕ”б«г Џбняг,1
д‘я—я  ябг н »б”«д« ћгнЏ«,1
«ббе «я»— ж Ќн« г’— «бЌгѕ ббе жЌѕе ’«Ќ» «бЁ÷б ябе «дЏг Џбнд« »Ћж—е Џўнге ж«ќ «— гд »ндд« ‘еѕ«Ѕ «»—«—,1
н« —» «д Џ»ѕя ћб«б Џ«г— ћЏбд« ћгнЏ« д» ”г Ён «бѕдн« ж«ѕќб «б”—ж— «бм ёбж»д« «ббег «ћЏбе г» ”г« Џдѕя г”—ж—« Ён ћд я,1
«ƒнѕ ё—«— ѕ г—”н Ёнг« нќ’ «»Џ«ѕ «бд«∆» «бЏ«г гЌ«яге ж«Џ«ѕе гЌ«яге яб гд бжЋ  нѕ«е »ѕг«Ѕ «ж «гж«б «бг’—ннд,1
«еѕ«Ѕ «бм «гм «бџ«бне,1
жўдн »я н«—» ўд« ћгнб« ћгЏе г»«—яе,1
«‘я—я,1
яб Џнѕ ж «Ќд« Ўн»нд г”бгнд ж г”нЌннд ж Ён »бѕд« г— «Ќнд ж д‘жЁ «ббн ё бж« «б‘еѕ«Ѕ г Џбёнд ж «д ‘«Ѕ «ббе Џбн яб ж«Ќѕ ўбгд« гд ’—нд н«—»,1
Ќбж«д ж—жя”н жЏнд ‘г” »ж—”Џнѕ ж»дм ”жнЁ ж«бгдн« ж«бЁнжг ж«б”жн” ‘я—« Ќ‘жѕяг ‘Џ» г’— Џўнг,1
Ён гЋб е–« «бнжг «џ”Ў” «” ‘еѕ «б»Ўб Џгб«ё «бЁя— «б«”б«гн ”нѕ ёЎ» »Џѕ «д «Џ ёбе Џ»ѕ «бд«’— жё бе ўбг«,1
ќЎ«» г—”н »ѕ«не ћнѕе д гдм «д няжд –бя »ѕ«не б жЌнѕ «б’ЁжЁ ÷ѕ «бЏ”я—,1
Ќг“«жм нƒяѕ «Ќ —«ге бб‘—«∆Џ «б”г«жне ж «ннѕе б «бгѕдне,1
яб ÷Ќяе гд ‘Ё« я  ёб» «бѕдн« ћджд «д  ббѕдн« »–« я Ёжё г«б« нЏёбжд,1
ѕж— —«∆Џ жгЁ«ћ∆ бд”«Ѕ г’— Ём «бгў«е—«  ‘»«»д« жд”«Ѕд« н” Ќёжд «б’ѕ«—е «д ‘«Ѕ «ббе »Џѕ ”ёжЎ «б«дёб«»,1
Ќ»н б«‘Џ«— «б»ѕ— Ё«ё  «бЌѕжѕ «Џ —«Ё,1
г’дЏ «б—ћ«б жЏ—нд «б«»Ў«б ’ѕЏж« »ябге «бЌё жћ«еѕж« »«бдЁ” ж«бг«б  Џўнг ”б«г бб«ќж«д «бг”бгнд Ќ”д «б»д«,1
ж«ббм г« ж« Ём »ж—”Џнѕ Џ‘«д —ћ«б бг« ё«жгж« Ќяг Џ”я— я«бћ»«б,1
‘я—« бѕЏгя,1
г»«—я Џбняг «б‘е— —г÷«д я—нг,1
 г »Ќгѕ «ббе «бё»÷ Џбн Џ’«г «бЏ—н«д ‘жЁ »«б’ж—е,1
’Ќ,1
—Ќге «ббе Џбм «бгд«÷б «бЏўнг г’ЎЁм Џ»ѕ «бћбнб «Ќѕ «Џгѕе «бЋж—е «ббн»не,1
д«ѕ  »я «б—”б «бя—«г Ё»‘—  жгб«∆я «б—Ќгд ќбЁя ”ћѕ« б« нЌ’м Ё÷бя д«Ћ— «ж я« » Џѕѕ« жб« «б‘Џ—«Ѕ н«џжЋ «бдѕм ”нѕд« «бд»н,1
»б «д «ббе  Џ«бм «ё”г »е« Ќнд ё«б жбн«б Џ‘— же–« жЌѕе няЁне« ‘—Ё« жЁ÷б« Ё«д «бЏўнг б« нё”г «б« »Џўнг Ёб« нЁж яг «б«ћ— «бЏўнг,1
нжг« г« ”нѕ—” «жб«ѕд« ‘ћ«Џе «бг—«е «бг’—не «б м  ћб  Ён «бЋж—е ’б«»е »д«  г’— гЋб дж«—е жџ«ѕе яг«б ж”гн—е «»—«енг  ћЏбдн Ёќж—« »«дн г’—н,1
«ЏЎн —”жб «ббе «бг—«е гя«де Џ«бне жћЏб бе« ѕж— я»н— Ён «бгћ гЏ ‘«еѕ б Џ—Ё нжг «бг—«е «бЏ«,1
«Џўг ‘»«» ег« «ббн »нЌ—”ж« «бѕ«ќбне ѕбжё н ÷ѕ «бѕ«ќбне ж ё—«—« е« ж б”е »нЌ—”же« »—÷е Џ«‘,1
Џд Ё—Ќ я ж«д  » ћѕѕ «б»«ёе,1
 Џ—Ё Џбм  ж«÷Џ «бд»н ’бм «ббе Џбне ж”бг яб«г ћгннб  ѕжнд,1
«ббе ндж— Џбня н« «Ќгѕ гё«бнд «—жЏ гд »Џ÷ «бгћѕ ббя «»е «бЌбже,1
Џбм ”»нб «б”Џ«ѕе «д« ’ѕнё гћѕм,1
«бг нЌнд «бжё  бЏгб Ёнбг Џд «бЏгб«ё «»—«енг «б—Ё«Џн,1
ё—«— яжн” же«нб ж г” дннде гд “г«дбяд «б”«ѕе «бгЌ —гжд,1
’»«Ќ Ќджд же«ѕм »’ж  г«е— “нд Џбм яб Ёжбж—м «бЌбжнд ”гяе » ’»Ќ,1
ћ“«я «ббе Џд« ќн—« н« —”жб «ббе «бЌ»н»,1
« ёѕг »ќ«б’ «б ед∆е «бм «б«ќже «б«ё»«Ў »гд«”»е Џнѕ «бгнб«ѕ «бгћнѕ «Џ«ѕе «ббе Џбм г’— »«б«гд ж«б—ќ«Ѕ,1
»«ён Џбм —г÷«д нжг«  ё—н»« ж »ѕ« «бё’е «бћгнбе ж Џбж «бг”«ћѕ »«’ж«  «б —«жнЌ «ббег »бџд« —г÷«д б« Ё«ёѕнд жб« гЁёжѕнд,1
Ёб ёб ќн—« «ж б ’г  ќбё ћгнб,1
ее Џ«ѕн г«бе« «б ”де «ћѕЏ д«” ж Ёќж— ћѕ« »няг,1
‘я—« Џбм г‘«Џ—я «бЎн»е,1
—÷« Џ»ѕ«б”б«г яб«г ѕЏ»ѕ«бгдЏг «»ж«бЁ жЌ «б«ё—» «бм «бд«” жеж Џб«ге гд Џб«г«  г’— еж ‘ќ’не г’—не г÷Ќне Ќ м «бдќ«Џ,1
ж“н— «бџб«»е »«”г Џжѕе гЏ ёб Ё ”ћжд «бЏ”я— б «Ё÷б гд ћ б«я—г ‘Џ» «д« г‘ —ёг «д Ё«÷е «б”ћжд,1
«Ё ќ— »бџ н «бнжг «бЏ«бгн ббџе «бЏ—»не,1
гд– џ—” »–— е« «б‘енѕ Ќ”д «б»д« бн”ёне« »ѕге ’«Ќ» «бўб«б бн г «бЁ я »»Ўб «жб ’дѕжё «д ќ«»н ѕнгжё—«Ўн ж‘Џ»не «б«ќж«д,1
г”н—е ћ  гд «б Ќ—н— Ён ЎбЏ  Ќ—» ж’бж« гнѕ«д ЎбЏ  Ќ—» ж»не Ёж« »Ќг«” ћѕнѕ н« џ—«» н« гЏ‘‘ «д‘я«Ќ,1
«гб гЌгжѕ Ём –ге «ббе—Ќбе ЏЎ«Ѕ жгё«жге »«”бе ” »ём Ёќ—« бћнбд««бег «ћ“е« ќн—« Џд« ж»ж«”Џ —Ќг я «ѕќбе« ж«”Џ ћд я,1
?дя «д  яб Ќн« н гег« »«бѕдн« н’н— ябге Ќбже,1
«б‘ « «ббн Ё«  Ёнбг Џўнг »—«Ёж,1
’«Ќ» ёд«е «бЁ—«Џнд ббг’—н «бнжг «д« гбя «б жя ‘ж ќ»— ’ЌнЌ ж ж’Ё ѕёнё Ўн» «ббе «жё« яг,1
н÷«Ё «бнег «б»—«ѕЏм ÷гн— «бЋж—е Ў»Џ«,1
«м ж«ббе «”бж» Ќн«е,1
џн— ’ЌнЌ «б жёнЏ бќ«бѕ я«д б гянде жеж «б‘«» «бжЌнѕ ж«б«яЋ— ћ—«Ѕе Ён «бѕЁ«Џ Џд «бгѕдне гд ѕќжб «б”»«ё «б—∆«”н,1
н«ќм «бЁћня«  ѕжб н Ќ»ж« гд џн— гёѕг«  яѕе дж»е,1
«Ќ÷— «бгƒ г— «бЏ«г ббг’—ннд «б«Ќ—«— Ёќж— ж ”Џнѕ ж ‘Џбе «б«гб,1
«ббег »бџд« —г÷««д дЁ”н н—ћЏ »ё«,1
«ббег «гЎ— Џбм ё»— гЌгѕ Ќ”нд ћгЏе жЏбм ё»ж— ћгнЏ гж «д« жгж м «бг”бгнд гд ”Ќ«∆» —Ќг я н«—» «ббег «џ”бег »«бг«Ѕ ж«бЋбћ ж«б»—ѕ,1
«бЌгѕ ббе ж«ббе «я»— «б Ќне бб‘Џ» «бг’—м «бЏўнг «бё«∆ѕ ж«бгЏбг ѕ«∆г« ж«»ѕ« «б Ќне ббёж«  «бг”бЌе «бд’— ббЋж—е ж«бгћѕ бб‘еѕ«Ѕ,1
«д« г” Џѕ ббён«г »«н ѕж— бќѕге «бжЎд ЌЁ«ў« Џбм «б ÷Ќне «б м ёѕге« «б‘еѕ«Ѕ жЌг«не бгЎ«б» «бЋж—е,1
« Ё—ћ н«”б«г ’б«Ќ ћ«енд жгЌгжѕ «б”Џѕдн Ён »—жћ—«г ж«Ќѕ—Ќг «ббе «бћгнЏ жћ“«ег Џд« жЏд г’— ќн— «бћ“«Ѕ,1
«н«я дЏ»ѕ ж«н«я д” Џнд,1
ѕ Џ»ѕ «бгдЏг «»ж «бЁ жЌ «»ЏЋ » ед∆ м ж Ќн« н «бм ‘»«» «бЋж—е «б–н г«“«б нѕ«ЁЏ гд «ћб «” г—«— г”н—е «бЋж—е,1
еб  Џ—Ё гЏдм «”г «ббе «б’гѕ «б’гѕ «б–м нё’ѕ «бне Ём ё÷«Ѕ «бЌж«∆ћ «б’гѕ б« нЌ «ћ «бм «Ќѕ ж нЌ «ће яб «Ќѕ,1
Ќ»н бяд Ќ» гд џн— Ќд«д ж’Ќ» бяд ’Ќ»е гд г«бе«‘ «г«д —Ќ  бЌянг ж«я — жбён  »бж м «д «ббм ћже «бёб» г‘ Џ «бб”«д Џћ»м ’б«Ќ ћ«енд,1
ян“«ѕ «Ё÷б гд’е б «”н” «б«Џг«б Ён «бгдЎёе «б«г«—«  »«бЏ—»н,1
Џўнг дћ«Ќ «ће“е «бѕжбе ж»«б Џ«жд гЏ «еб ”нд«Ѕ Ён «Ўб«ё ”—«Ќ «бћджѕ «бгќ ЎЁнд ѕжд «—«ёе ббѕг«Ѕ е–е «ѕ«—е «“ге д«ћЌе нд»џн «б«‘«ѕе »е«,1
жг« «бд’— «? гд Џдѕ «ббе,1
«ббег «Ќ—”дн »Џндя «б н б«  д«г ж«ядЁдн »—ядя «б–н б« н—«г б« «ебя ж«д  —ћ«∆н —» яг гд дЏге «дЏг  »е«,1
«жб г—е «‘жЁ гд«ў—е »ѕжд гё«ЎЏе жб« ’—«ќ жяб Ў—Ё ж«ќѕ жё е Ён «бяб«г «Ќнн нж”Ё «бЌ”ндн б«ѕ«—е «бЌж«— »е–« «б—ён,1
 Ќне бћгнЏ «бд”«Ѕ Ён нжг «бг—«е «бЏ«бгн дЌ Ён »«бг—«е яб нжг «г« ж»д « ж«ќ « ж—Ёнёе ѕ—» жЌн«е ж’«дЏе «гг,1
«дя  ѕ«ЁЏ Џд «н »д  бж б«ён  Ќѕ »нѕ«нёе« Ё «б‘«—Џ «б—ћжбе ѕн ќбё ћгнб,1
‘я—« бя «н е« «бг—«е бћЏбя «бЏ«бг «яЋ— ћг«б« ж —жЏе б«   ќбн Џд «Ќб«гя жЌёжёя «бнжг «бЏ«бгн ббг—«е —н жн ,1
дЌ» «ббџе «бЏ—»не б«де« бџе «бё—«д жб«д д»нд« Џ—»н жб«де« бџе «еб «бћде «бнжг «бЏ«бгн ббџе «бЏ—»не џ—ѕ »’ж—е,1
нћ» Џбм яб «»д«Ѕ «б“г«бя г”«дѕе гнѕж жѕЏге »‘яб я»н— гнѕж «” Ў«Џ  џн— «‘н«Ѕ яЋн—е ѕ«ќб «бд«ѕм гжћжѕе гд– “гд »Џнѕ ёжн,1
«дџ«г ж“н—е «б»еће Џбм —«м »б«б Ё÷б,1
н« ’»«Ќ «бќн— н« ’»«Ќ «бд’— «Ќд« гбжя яб Ќ«ће Ём г’— «б«ебм,1
г’— ябе« е ’ж  бЏ»ѕ «бгдЏг «»ж «бЁ жЌ «бёжм «б«гнд,1
ж «д  Ўн» н« ‘«Џ— н« —«∆Џ,1
гб«ннд Ём «б‘ж«—Џ ё»б «бЏ«‘—е ’»«Ќ« г‘еѕ бг н—е »бѕ Ём «бЏ«бг яг «д  Џўнг н« ‘Џ» г’—,1
‘я—«  жн —,1
«бЌгѕббе Џбн «б «еб бѕж— «бгћгжЏ«  »«бяждЁѕ—«бне ж гд Ёж“ бЁж“ «д ‘«Ѕ «ббе н« «ебн Џг—ж ћг«б н‘Џ— » Ќ«бе гг «“е,1
—Ќг «ббе ”«г— ”бнг«д я«д г’—н« гќб’« бёнг «бгж«Ўде ж«бѕнгё—«Ўне ж«” «–« г гн“« бб«ё ’«ѕ «б”н«”н —Ќге «ббе,1
«” »‘—ж« ќн—,1
Џбня дж—,1
«Ќд« «”ядѕ—«дне ждЏћ»жя,1
«Ћё Ён —ƒне«Ќгѕ ”Џнѕ ж«Џбг «б “«ге »г»«ѕ∆е ж«д« гЏћ» » ’—нЌе «д «бЌ“» н” ЎнЏ «д няжд Ќ“» «б«џб»неж« гдм Ёж“е Ён «б«д ќ«»«  б Ќёнё  бя «б—ƒне,1
”Џнѕ »гћежѕ ’ѕнён ‘«ѕн ‘—нЁ ж Ё—нё ћгеж—не  н Ён жг»—жя Џбм «б»—«гћ «бћѕнѕе б«»—«енг «бћ«—Ќн ж Ќ”д Ќ«гѕ,1
«еж ѕ« «ббн ’«— —«∆Џе ”нѕ ѕ—жн‘ »’ж  «бћгнбе ѕнд« «бжѕнѕн,1
«‘я—яг ћгнЏ« Џбм жё яг «бЋгнд ж«б”«Џе б«  яЁн гЏяг,1
»—Ўг«д Ќдне гбн«д “н«ѕе жг«‘н »нѕбѕё «б«”ѕ,1
нёжб —”жб «ббе ’бм «ббе Џбне ж”бг нё«б бё«—∆ «бё—«д «ё—« ж«— ё ж— б яг« яд   — б Ён «бѕдн« Ё«д гд“б я Џдѕ «ќ— «не  ё—ƒе«,1
Ё—нё «бжЏѕ «д’«Ё «б«ќж«д,1
«бгћѕ ббе Ћг бя «д  н«‘енѕ ћня« ”нѕ ж“е,1
ёже еѕЁе« «” яг«б дёб «б”бЎе ббгѕдннд «бгд ќ»нд ж»д«Ѕ ѕжбе «бгж«Ўде ж«бё«джд «бгѕдне ж—Ё÷ гг«—”«  «б«” »ѕ«ѕ ж«бгд«Ё”е «б«д ќ«»не «бћ«ѕе,1
«бѕя ж— г’ЎЁн гЌгжѕ »н‘—Ќ »Ў—нёе »”нЎе,1
‘я—« н«‘»«» Џбм гЌ» яг —»д« нћЏб яб«гд« ќ«б’« ббе ж«бжЎд ѕе —«»Ў  Ќгнб «бгЏ’—е гё«бе «Ќгѕ “ян геге  ’»Ќж« Џбм ќн—,1
б« нжћѕ ѕг «ќж«дн ж«ќ— гЏ«—÷ жг г—ѕ ЁёЎ ѕг г’—н д»– «бЏдЁ ÷—ж—е ж«б”бгне г”∆жбне жЎдне ж«д”«дне «дЏн «б‘еѕ«Ѕ,1
я«д  Ёнд «б—жЌ «бЌбже ѕн «н«г “г«д д’ гбнжд Ё—ё Ён «бЁжбж—“ ЁЏб« »нџн—ж« «б«д”«д г ‘я—нд н« г»ећ «бћг«ен—,1
—»н »бџд« —г÷«д гд џн— «д д—м ѕгЏе Ќ»н» жб« Ё—«ё џ«бн жб« «” г—«— г—÷ бё—н» «ббег »бџд« —г÷«д б« Ё«ёѕнд жб« гЁёжѕнд —г÷«д я—нг,1
«ббег «—“ёд« дЏнг «бћде «гнд,1
«б«Џѕ«ѕ Ён г”н—е гѕнде д’— ћ»««—е  –я—дн » нд«н—,1
яб Џ«г ж«д г »ќн— жяб гд« Ён ”б«г гЏ дЁ”е жгЏ «бџн— жЁн жЎд н ”Џ ббћгнЏг«“«б  ёд«Џ н «д ‘»«» г’— «бЋж—е ег «бЌб ж«б«гб Ёя— ќб«ё жён«ѕе Ё не,1
—∆н” нЎ»ё «б‘—нЏе ѕжд «д няжд г”бг« жб«н”н— Ён гж«я» г’ЁЌе жб« ня–» Џбм «бд«” »Ќ—я«  «” Џ—«÷не жнЁ Ќ ё’—е ббЁё—«Ѕ,1
г”«Џѕе «бгЌ «ћнд ќбё ћгнб,1
гж«бнѕ »—ћ «б«”ѕ  Џћ»я ’ѕ«ё ег яЋн—«,1
бг«  ёжб б«д”«д »”нЎ ябге Ќбже  ”Џѕе ќбё ћгнб,1
»Ў«ёе ѕЏже “ж«ћ Ќбже б «бж« ” «» гд  ’гнгд« — жн  н Ќ»«н»н,1
»«”г нж”Ё б–н–,1
яб «б ÷«гд гЏ Ћж—е ‘Џ»д« «бЏ—»м Ём «бнгд гд «ћб «бЌ—не ж«бѕнгё—«Ўне ж«бЏѕ«бе ж«бжЌѕе Ћж—е «б‘Џ» «бЏ—»м гг ѕе гд «бгЌнЎ «бм «бќбнћ Ќ м «бд’—,1
гд «Џўг дЏг «ббе Џбня «д нё÷н Ќж«∆ћ «бд«” Џбн нѕня Ё«я— «ќ— «д”«д ”«Џѕ е,1
Ќ—не «бЌ—яе «бЎб«»не жЌёе« Ём «бЏгб «б”н«”м ћ“Ѕ«’нб гд «бЌ—н«  «бЏ«ге «б м д«÷бд« гд «ћбе« гд– «б”»Џндн« «бЋж—е  Ё—÷ б«∆Ќе Ўб«»не ѕнгё—«Ўне,1
”»Ќ«д «ббе ж«бЌгѕ ббе жб« «бе «б« «ббе жб« Ќжб жб« ёже «б« »«ббе ж«ббе «я»— ж«” џЁ— «ббе «–я— «ббе џ—ѕ »–я— «ббе,1
‘«—яжд« Џбм  жн — н« ‘»«» ќбё ћгнб  Џ«бж« дд‘— Џбм «бе«‘ «ћ ѕе «ќб«ё дЌ» д—«е« Ём гћ гЏ« д« ж н ќбё »е«,1
Џ« «гд «бжЎд ”«е— »дЌнн «бЏгнѕ г«е— «д« жн«я,1
жћжѕяг н« ‘»«» жџн— яг Џбн »бѕяг Џбн «ќ б«Ё «Ёя«—яг нгбƒдн »«б Ё«ƒб,1
–бяг »«де «–« ѕЏн «ббе жЌѕе яЁ— г ж«д н‘—я »е  ƒгдж« Ё«бЌяг ббе «бЏбн «бя»н— џ«Ё— «Ќ»я —»н,1
ећ—… ≈бм «ббе Џ“ жћб » «б жЌнѕ ж «?ќ?’ ж «?д«»… ж «б жяб ж «бќжЁ ж «б—ћ«Ѕ ж «бгЌ»… ж «б ж»…,1
ћ«б” «бЏбг«Ѕ ж“«Ќгег »—я» ня Ё«д «ббе нЌнм «бёбж» »дж— «бЌяге яг« нЌнм «ббе «б«—÷ «бгн е »ж«»б гд «б”г«Ѕ г’ЎЁм Ќ,1
«” џЁ— «ббе «б–н б« «бе «б« еж «бЌн «бёнжг ж« ж» «бне џ—ѕ »–я— «ббе,1
—÷«я н«—» ябг нд ж»”,1
«ƒяѕ Џбм Ќё ћг«Џе «б«ќж«д Ён «б«Ќ Ё«ў » —ќн’е« яћгЏне «ебне жг“«жбе д‘«Ўе« «б«ебн Ён дЎ«ё «бё«джд «б–н ”де »—бг«де« б« б,1
«б‘Џ» еж «б»Ўб «бжЌнѕ,1
»д”«Џѕ «н Ќѕ Џ«ж“ «бќн— ббџн— ќн—д« енЏ—÷бя яб «бќн— «ббн ггяд  Џгбе ж нж’бя »яб «бг»«ѕ—«  ж «бћгЏн«  г»,1
бгд нЏ ёѕ «д ’ѕ«ё н »ћжд ” нж«—  «бнежѕн  еге ‘жЁж« Ќбё« е е«ћг гдЏ «бг«–д Ён ”жн”—« жгдЏ г”ћѕ где« д же«ћг «”—«∆нб Ён «ббн » Џгбе Ён џ“е,1
Ќ«ћ«  » Ё—Ќ Ён г’— «ббге «бЌбже гЏ «’Ќ«»н,1
ћнб «бж”Ў еж «б–н ‘џб е «”∆бе жг‘яб«  Џ’—е »«ЌЋнд Џд «бЌёнёе,1
«д –я— «б—Ќгд н–е» «б«Ќ“«д «Ќ»я —»н,1
г»—жя жг»—жя жбяб «б“гб«Ѕ ж«‘я— яб гд ”«ег »«дћ«Ќ е–« «б«дћ«“ «б—«ён «бнжг дё«»е «б’ЌЁннд,1
 ед∆е бяб Ў«б» жЎ«б»е ё÷ж« г« н“нѕ Џд нжг« гЏ ’гнд жж«ћеж« яб «дж«Џ «б дянб ћ«гЏе «бднб,1
